source_id,text,gt_label,n_votes,vote_share_majority,votes_HATE,votes_OFFENSIVE,votes_NORMAL
hatexplain_1178775312366276609_twitter,politicians using ss tactics to force illegal refugees on villages towns now dublin is full to brim propaganda calling everyone who questions racist facist populist using media rte etc to get message across threatening families who do not want refugees with force storms ahead,NORMAL,3,1.0,0,0,3
hatexplain_12893513_gab,moslem ban and libtard ban but not gun ban,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_12604654_gab,ohh it capable of learning see your post do not look as retarded without your little emojis in them,OFFENSIVE,3,1.0,0,3,0
hatexplain_19236520_gab,yep obozo he knew all of the crimes the muslim camel jockey who hates himself if only i would have looked into acorn in chicago it all was right there but hell we got trump maga,HATE,3,0.6666666666666666,2,1,0
hatexplain_18118782_gab,good morning to everyone except politicians who favor the welfare of illegal immigrants over that of the american citizens they have sworn to protect maga,OFFENSIVE,3,1.0,0,3,0
hatexplain_1179050447082004480_twitter,she is gay,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_6291653_gab,ah eurovision is it still girls kissing each other men in dresses it all got so boringly predictable in a lefty sort of way if they want to be really outrageous condemn isis or feminism or gay marriage use some imagination,HATE,3,0.6666666666666666,2,0,1
hatexplain_24467057_gab,the ghetto lottery an old standby we v seen it again and again,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1178939529849270272_twitter,<user> if bernie is sexist because he does not support warren then you and warren are anti semite for not supporting him he does not need to suck up to <percent> taking money from mega military industry corporate full of white men to run women campaigns feel the bern real progressive,NORMAL,3,1.0,0,0,3
hatexplain_1179041140756111365_twitter,<user> daniel did you dress up as arabs and bomb king david hotel you can distract me with corbyn afterwards it understandable that you want corbyn <user> to support terrorist israel that has created <number> <number> palestinian refugees bombed syrians,NORMAL,3,1.0,0,0,3
hatexplain_27037471_gab,the reichsvikings are cleaning up muzzie filth in tripoli to celebrate the passing of high crown authority law it only took thousands of gold in bribes to do it,HATE,3,0.6666666666666666,2,1,0
hatexplain_27438791_gab,i do not think i am prettier i know it and you know it too and it drives you nuts so you post about me being an animal killing me you want the beautiful white women gone you are just the darker side of shitskin beautiful white people something you will never be,HATE,3,1.0,3,0,0
hatexplain_10592982_gab,so if the ghetto clans and angry dumb fems so come over with there muslum terrorist buddies that are equally great appearetly for whatever reason will this site cater to them because they do love a good upsetting it like a happening for them except is it different,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1092607618877554689_twitter,ching chong new year,HATE,3,0.6666666666666666,2,1,0
hatexplain_1217983145372528642_twitter,as a proud immigrant i am thankful to live in the united states but ashamed to have an unhinged president,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1179067260226461696_twitter,<user> <user> <user> <user> umm some of you seem to have missed the part where the dictionary definition of neither lesbian nor homosexual include the word only exclusively just or any other denoting that either would mean attraction to only people of the same gender whoops,NORMAL,3,1.0,0,0,3
hatexplain_19674788_gab,informative well researched article which should be taught in every jr high school one correction jews are not white jews are semites a race containing a number of ethnicities including arabs or sand niggers as some term them or they are mixed race,HATE,3,0.6666666666666666,2,1,0
hatexplain_1187767526647828480_twitter,been solid but all these bitches do is fold ew,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1179095466530619392_twitter,<user> i cant handle their white asses 😭 😭,NORMAL,3,1.0,0,0,3
hatexplain_12388204_gab,anybody noticed how lefties have changed tactics now their waycyst card has become so worn useless anybody against mass gimmiegration multicul moslem fascists are white supremacists still will not defeat the right we are on the rise cultural marxism is a busted flush,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_13720526_gab,problem with jewish holocaust is that what really happened does not live up to expectations no gas chambers no shootings no experiments just starvation and typhus for less than <number> same shit as with every pow in history real events do not live up to hype like almost everything jews promote,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_18615145_gab,the dog did not eat hillary clinton homework the dog also did not eat the fbi texts i am tired of retarded democrats blaming everything on the fucking dog releasethememo thememo lockherup,OFFENSIVE,3,1.0,0,3,0
hatexplain_10050666_gab,if you are on twitter dot commerce here the racist nigger crying about white women being rayciss on sidewalks,HATE,3,1.0,3,0,0
hatexplain_1179104100266336256_twitter,<user> he counting all the illegal immigrants who voted illegally plus all the uncounted visitors at trump inauguration,NORMAL,3,1.0,0,0,3
hatexplain_1178518138255794177_twitter,<user> aw bumpkin the crimes the prosecutor was investigating happened to years previous now go watch some children get raped since that your thing,NORMAL,3,1.0,0,0,3
hatexplain_9011747_gab,in black ghetto talk nuffin here,OFFENSIVE,3,1.0,0,3,0
hatexplain_6581617_gab,the antichrist whom since last week is known to be netanyahu wants trump putin to let him kill all the christian arabs remaning n syria while all the muslim terrorists are now living in europe next israel will order politicians to send them all usa jobs,OFFENSIVE,3,1.0,0,3,0
hatexplain_1179045927501344769_twitter,<user> <user> how about <percent> refugee tax on all filmi related incomes of actors actress etc after all the poor need to be fed and clothed,NORMAL,3,1.0,0,0,3
hatexplain_20710095_gab,define mentally ill that easy democrat there gun violence fixed,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1178396130385645568_twitter,<user> no idea who these women are they get all the credit for jumping on after the women who been calling for impeachment take the hits and smears and told to go back to where they come from job well done unknown white congress women 🙄,NORMAL,3,1.0,0,0,3
hatexplain_22105931_gab,not people sand niggers one law for sand niggers i e they can do whatever they want one law for the natives i e they must let themselves be raped and killed and love it,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_21359130_gab,without a clitoris their women must just ly there theyll only realise when they are hungry,OFFENSIVE,3,1.0,0,3,0
hatexplain_1179067654763618305_twitter,fuck that nigger you waiting to get your ish are you waiting to taste it i got to even this i got blue,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_18548237_gab,he shows his wetback hating colors see you are a white hater do not worry that muzzie will see the gallows,HATE,3,1.0,3,0,0
hatexplain_15236599_gab,one day a nigger will blow your brains out,HATE,3,1.0,3,0,0
hatexplain_12855036_gab,holy man from switzerland tells daily mail that cancer caused by immigrants 😅,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1083106282997989377_twitter,<user> <user> but is not his wife an immigrant drainthedeepstate,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1178381149405696002_twitter,<user> the most high elohim is my strength and not the white women who love so called negroes i am not brainwashed as the majority of my hebrew brethren,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1179052072412557312_twitter,when i was younger i used to shake so much ass because that what we did in down south florida i moved to fort pierce and you can not pay me to because i let bitches tell me what studs dykes do and do not do,OFFENSIVE,3,1.0,0,3,0
hatexplain_1178351033023713280_twitter,<user> lmao oh ok i ama talking bout a dyke in the line he need to let you text him your picks and bring the bread,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1122981615016271872_twitter,bonus points if she says people are gay fanny and she replies with happy,NORMAL,3,1.0,0,0,3
hatexplain_1174791771949322245_twitter,deadass gon go lesbian,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1178368361132105729_twitter,new orleans already got a reputation for violence you all want ppl to attack the tourists now,NORMAL,3,1.0,0,0,3
hatexplain_1088129465350270977_twitter,idc how much me tayy argue can not no nigga or bitch talk to my sister like dat or even ever disrespect her,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_3681285_gab,it was funded by soros threu move on violence was always part of their plan the women movement was created to help pass the era not mutate into bs <user>,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_19096312_gab,i avoid it shithole thanks to illegals they have pretty much forced blacks from there due to racial violence,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_27658668_gab,what the aclu is it is a commie faggot maggot and muzzie association dedicated to eradicating the white race front group,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1178272826303942656_twitter,<user> they do and caucasians are the majority in the country as well so if there was a problem with white supremacy we d be seeing ample cases of it right ya nope it all about hate whitey without the crimes to back it up,NORMAL,3,1.0,0,0,3
hatexplain_1179079106199203840_twitter,hail mary full of grace the lord is with thee blessed art thou amongst women blessed is the fruit of thy womb jesus holy mary mother of god pray for us sinners now and at the hour of our death amen twitter angelus en,NORMAL,3,1.0,0,0,3
hatexplain_1178284117038813184_twitter,<user> bat ching chong,NORMAL,3,0.6666666666666666,1,0,2
hatexplain_20763855_gab,whose hiding i am right here bro that me in that picture to the top left or some kike who looks like me i can not remember too much drinking and too cheap to buy a mirror anyways i ain t hiding show yourself you pussy,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1109138692126453760_twitter,i tell all my hoes rake it up break it down back it up fuck it up fuck it up,NORMAL,3,1.0,0,0,3
hatexplain_10777127_gab,fuck that nasty bitch with a moslem dick,HATE,3,1.0,3,0,0
hatexplain_3942665_gab,<user> aslo worrying about putin that i remember something like he said that russia welcomes the jews fleeing from europe and russia still have a kike oblast,HATE,3,1.0,3,0,0
hatexplain_9634543_gab,that really brave of these four women on cnn to publicly state their iq with their hands on national tv kudos for being honest for once with the <number> people that still watch your fakenews delusional globalist liberal entertainment channel cnn cnnisisis cnnblackmail msm <user>,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1178898010119561216_twitter,niggers whom st release seminal fluid,HATE,3,0.6666666666666666,2,0,1
hatexplain_36GJS3V78VR66OSFZSCICZHGQ9YGJ9_nf_6,anyway after that trainwreck of a post ive realised im a fucking hypocrite for calling people retarded but i still believe racism against white people is a thing so lol,NORMAL,3,1.0,0,0,3
hatexplain_13468249_gab,we should all send thank you notes to wikileaks and all the others that saved us from a drunken evil perverted psycho bitch finishing up the destruction that obamination started,OFFENSIVE,3,1.0,0,3,0
hatexplain_1170171335043112960_twitter,<user> it funny because he full of shit how do you get raped in a train station that doesnt even fucking exist at the time,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1178964195510906880_twitter,usa based ngo adventist development relief agency local ngo al markazul islami hv bn banned to operate by bangladesh gov in rohingya refugee camps for financing instigating anti repatriation campaign among d refugees <user> <user> <user>,NORMAL,3,1.0,0,0,3
hatexplain_1178744222515486720_twitter,<user> i am just so tired people want to literally kill all of us and they are being petty making fun of asexual people,NORMAL,3,1.0,0,0,3
hatexplain_1177851684493680640_twitter,nominations for talking shuts shithouse of the week fat frank and the derby piss pot <number> and messrs morris white and bent for saying fuck all,NORMAL,3,1.0,0,0,3
hatexplain_9242987_gab,very well said not every faggot is gay and not every gay is a faggot,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1179102478710837249_twitter,<user> i am black with all white freinds taco man,OFFENSIVE,3,1.0,0,3,0
hatexplain_1082785825585274881_twitter,tenho <number> inscritos no meu canal do not touch me bitch i am famous,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_8404573_gab,a muslim was asking me about american sex stores he became more appalled as i continued my description of their wares until i told him about their blow up dolls then he was suddenly very interested and excited,NORMAL,3,0.6666666666666666,1,0,2
hatexplain_1178897591880290305_twitter,last week i was out in angola and i came back to women killed by men now i came back from sa and you have raped and killed again dear men,NORMAL,3,1.0,0,0,3
hatexplain_22944955_gab,i hear that another mandela nigger died well good nothing makes me happier than hearing about dead commies,HATE,3,1.0,3,0,0
hatexplain_1179077523277107200_twitter,<user> <user> <user> <user> but guilty by every white person,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_26503461_gab,maybe the muzzies should be turned loose on her she would probably enjoy a gang rape,HATE,3,0.6666666666666666,2,1,0
hatexplain_1162943517464965120_twitter,nate diaz nigga stockton <number> motherfucker wut wut,NORMAL,3,1.0,0,0,3
hatexplain_6042008_gab,i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within <number> feet of my daughters and thats your life over checkout time mohammed,HATE,3,1.0,3,0,0
hatexplain_12313219_gab,i don t even know what you are talking about no violence,NORMAL,3,1.0,0,0,3
hatexplain_17587932_gab,just another case of white stupidity that will eventually lead to white race suicide white people are just fucking stupid to seek their own demise lol,HATE,3,0.6666666666666666,2,0,1
hatexplain_9587714_gab,does anyone else feel like we are watching a horror movie where the white person is sleeping and africans and muslimes are breaking into the house fuck islam cant trust blacks,HATE,3,1.0,3,0,0
hatexplain_21560693_gab,three movies i flat out will never watch inglourious basterds hidden figures black panther three movies i unfortunately did watch and recommend you do not the hateful eight last jedi the shape of water remember fellow crackers just say no to kike propaganda,OFFENSIVE,3,1.0,0,3,0
hatexplain_1178551511632285697_twitter,<user> more importantly when did calling someone illegal alien become a hate speech it because they are being attacked by some okay then do not call obama black omar a muslim or clinton a woman since both black and women are oppressed by many,NORMAL,3,1.0,0,0,3
hatexplain_14926730_gab,i noticed how different the letters on gab look and i started freaking out becuz i thought i must have caught autism from this retarded kid that was coughing at walgreens 🙄,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1177657400100147200_twitter,sleeper was released as a single on <date> as a collaboration with luxury jewellery brand gemcerey,NORMAL,3,1.0,0,0,3
hatexplain_22828678_gab,twitter is celebrating this day called trans day of visibility it so stupid these men wearing dresses and make up are trying to call themselves women and these women wearing jeans and tank tops are trying to call themselves men,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1178792985183625216_twitter,that money will make yo own family hate you 🎯,NORMAL,3,1.0,0,0,3
hatexplain_19732938_gab,wrong bitch ass nigga,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_24946336_gab,yes it is the capitol on the smallest moon in the galaxy that orbits the largest planet owned by space muslims the universe is outraged the space jews appropriated this tiny muslim moon,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1091287948237176833_twitter,maria bartiromo at record speed and extremists have to host refugees as this administration over <number> legislation approvals,NORMAL,3,1.0,0,0,3
hatexplain_11921012_gab,yes he was a queer as well he had something on the cops,NORMAL,3,1.0,0,0,3
hatexplain_1228951207135174656_twitter,sana bol i love you sid i hate you uska opposite sidharth sneaky shukla sidnaazforever <user> <user>,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1166882137980702721_twitter,you wanna know what i miss about college bonus dollars paying for food is ghetto as hell,NORMAL,3,1.0,0,0,3
hatexplain_20606833_gab,the police were still are more concerned about policing the internet for hate speech from people like us if they arrested all moslem potential terrorists in the uk that they know of they would worry that we have been proved right that moslems do not belong here,HATE,3,1.0,3,0,0
hatexplain_16647204_gab,what about the child raping kike that was their advertising front man i cannot imagine that good for business,HATE,3,1.0,3,0,0
hatexplain_4285428_gab,i bet kike molars cracked when they heard all the in jesus name we pray,HATE,3,1.0,3,0,0
hatexplain_1201413828933758978_twitter,<user> d islamexplorer bro 😂,NORMAL,3,1.0,0,0,3
hatexplain_1278531954804228100_twitter,i ’ m about to be a whole queer i look so good in a wig,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_24907034_gab,good might slow down their breeding by homosexual muslims who hate women,HATE,3,0.6666666666666666,2,0,1
hatexplain_1179096908804935680_twitter,it does not have to be about the holocaust tho and we can write letters to people expressing concern about genocide or just overall oppression it would be super helpful if you guys could comment some things i could write about and or some people i could write to,NORMAL,3,1.0,0,0,3
hatexplain_25924912_gab,i was banned off twitter for telling a fat dyke her tits looked like roadkill they refused my appeal too lol fuck twitter i do not need it,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_5029568_gab,charlie daniels ‏ <user> twitter assad of syria has said in an interview that there were terrorists among the refugees check it out,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1118166944081956871_twitter,is it actually possible to save a hoe,NORMAL,3,1.0,0,0,3
hatexplain_1089595139692089349_twitter,that diva munhoe gyal tweets excite aru that the life you all want,NORMAL,3,1.0,0,0,3
hatexplain_21130036_gab,the absolute state of right wing women lol awaits the outrage,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_15549494_gab,it hilarious i doubt it would have effected how efficiently the restaurant operated he sure seemed to want to get those fries going besides liability issues as a ghetto bk manager why not pick your battles,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1178836265153769479_twitter,<user> oh fo sho i will hold them white folk accountable but bro just hold in somebody else bottle 😂,NORMAL,3,1.0,0,0,3
hatexplain_1178669116200247298_twitter,is muhummad muslim or islam,NORMAL,3,1.0,0,0,3
hatexplain_4070265_gab,<user> it really all about take wealth and power away from white christian america and creating a pagan third world ghetto of cheap slave labor easy to eradicate without consequence to the bolshevik zionist jesuit slave masters,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1178891409484468225_twitter,some girls going around exposing ppl aib beh kene sikit nk ching chong lebih haha,HATE,3,0.6666666666666666,2,0,1
hatexplain_1178829108370972672_twitter,<user> do not even try for that wrong ideology bullshit antifa is not suppressing the free speech of innocent activists they are counter protesters to white supremacists and neo nazis,NORMAL,3,1.0,0,0,3
hatexplain_19106937_gab,money is not everything but when i was a broke ghetto guy i traded my manhood to make vagina hand gestures and have gay sex for my fame and fortune,OFFENSIVE,3,1.0,0,3,0
hatexplain_1170894378531008512_twitter,<user> lmfao i hate you,OFFENSIVE,3,1.0,0,3,0
hatexplain_1178764891492143104_twitter,yall niggers are a disappointment,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1187186514855378945_twitter,men who refer to women as females steal,NORMAL,3,1.0,0,0,3
hatexplain_24464687_gab,jesus spoke aramaic in a galilean dialect distinguishable from jerusalem while many believe the n.t. was translated from hebrew it was not the n.t. was first translated from aramaic the kike religious belief back then was called pharisaism not judaism,HATE,3,0.6666666666666666,2,1,0
hatexplain_16779676_gab,trudeau is a muzzie loving piece of shit,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1179082354784133120_twitter,<user> <user> we are talking about white amerika they make the laws they can give her what they want they give white boys probation for rape everyday,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1088014994388733952_twitter,listen if n and chungha ever collabed the gays would die,NORMAL,3,1.0,0,0,3
hatexplain_1169936967133536256_twitter,i cannot stand straight white women who think women ’ only purpose is to birth children,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1178804257744666626_twitter,mlane <user> and we worry about immigrant terrorists ha putin is right he said that he did not have to ruin america because we would ruin ourselves and he gloated when he said it,NORMAL,3,1.0,0,0,3
hatexplain_13683282_gab,the jews and muslims grew up together and the jews gave birth to christianity catholicism and later on mormonism like a big religion family,NORMAL,3,1.0,0,0,3
hatexplain_15326183_gab,flabby faced piers morgan deserves to be anally raped by a broken milk bottle,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1178382775482638337_twitter,if kyrie irving nigger ass thinks he getting a warm welcome in boston he can forget it,HATE,3,0.6666666666666666,2,0,1
hatexplain_1230779917039628290_twitter,everyone its a win for the gays 😭,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1179102912540270592_twitter,<user> the only election security that matters is national voter id with photo and chip it is a proven fact that russia did not affect the election <number> iota but illegal aliens voting democrat have corrupted our election process democrat voter fraud is real and threatens our republic,NORMAL,3,1.0,0,0,3
hatexplain_18777413_gab,so there is nothing wrong with them leaving women alone if they are worthless to them,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1207661032220581888_twitter,a white dress and red lipstick make everything better,NORMAL,3,1.0,0,0,3
hatexplain_1179060056563818504_twitter,boo 👻 👺 👻 sorry did i scare you 🙃 🙃 it cocktober 🍆 😈 🌚 u kno what that means slut -o- ween send this to <number> of ur sluttiest ghost 👻 bitches 🙎 if u get <number> back ur a slutty witch 🔮 bitch but if u get <number> back ur the spookiest slut on the block 🌚 😈 🔮 💯,NORMAL,3,1.0,0,0,3
hatexplain_1090425607689854976_twitter,jews stole my foreskin at <number>,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1178044392851959808_twitter,supra is a fucking faggot,HATE,3,0.6666666666666666,2,1,0
hatexplain_13699885_gab,so now that isis is defeated all the sand niggers can go home and stop raping and murdering their way through western countries right,HATE,3,1.0,3,0,0
hatexplain_1179049576562606080_twitter,<user> <user> justin trudeau is a jihadi apologist,NORMAL,3,1.0,0,0,3
hatexplain_24277992_gab,thank god there the nato so the queers in the canadian armed forces can foster their children in germanys bundeswehr owned day care centers,NORMAL,3,0.6666666666666666,1,0,2
hatexplain_18036054_gab,might just as well throw niggers and street shitters in there too as long as were going to clean the house lets get it all the first time,HATE,3,0.6666666666666666,2,1,0
hatexplain_1123884485081223169_twitter,that girl o jewa ke enged her way to twitter verification,NORMAL,3,1.0,0,0,3
hatexplain_25502565_gab,come to an amicable agreement and resolution with the non kurdish iraqi heard of instances of iraqi arabs being barred from returning to their homes in kirkuk,NORMAL,3,1.0,0,0,3
hatexplain_1179002001083863040_twitter,is being raped by your own husband sounds ridiculous,NORMAL,3,1.0,0,0,3
hatexplain_1180772132222947328_twitter,<user> muslim jihadist stop lying no one believes that shiot any more q the time has come,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1104959890693517312_twitter,<user> oh boy you are a retard but can be chill you remind me of the kid we used to fuck in the locker room before gym,HATE,3,0.6666666666666666,2,1,0
hatexplain_1267383029229662209_twitter,death of jean charles de menezes jnagappan and all jews guilty of genocide must be exterminated by communism,HATE,3,0.6666666666666666,2,1,0
hatexplain_20046003_gab,and other than inciting people to futile violence what are you interested in,NORMAL,3,1.0,0,0,3
hatexplain_21743340_gab,white children being raped by pakistani moslem men is of no interest to me its a small price to pay for a more diverse multicultural society jack straw former labour mp minister in tony blairs government,NORMAL,3,0.6666666666666666,1,0,2
hatexplain_1178860005791010816_twitter,<user> <user> i caught up yesterday and i totally agree she acts like trash then cries cuz she remembers being called white trash 🙄 🙄 it her behavior that trashy who runs around chasing people with a dildo kam had every right to get pissed off,NORMAL,3,1.0,0,0,3
hatexplain_17068058_gab,while the palestinians protest against jewish dictatorship ruling their country this kike rants about caring for muslims all of a sudden,HATE,3,1.0,3,0,0
hatexplain_1087149424256651269_twitter,shout out to whoever invented hot sauce,NORMAL,3,1.0,0,0,3
hatexplain_1178945030498607104_twitter,<user> <user> hi idiot what about ramalingam who kiled by jihadi pigs and by the way he was tamil dalit hindu,NORMAL,3,1.0,0,0,3
hatexplain_18837400_gab,chosen iq gab crashed and sent my reply unfinished embarrassing point is this guy is a dirty nigger,HATE,3,1.0,3,0,0
hatexplain_25715452_gab,i fucking hate how they turned magik into a retarded looking sjw bull dyke freak in new mutants dead souls i mean wtf did you do with her eyebrows illyana rasputin has never looked worse magik marvel comics comics i ll yana rasputin comic books comic books art,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_8147767_gab,guess the jews thought that it was the name fox that made people tune in,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1122680380090400768_twitter,winterfell needs captain marvel against these niggas,NORMAL,3,1.0,0,0,3
hatexplain_12867073_gab,the terror attack in las vegas is only the beginning if you stupid americans refuse to wake up and take action america will look like sweden in a very short time if you do not elect good people into office and protest radical islam,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_3436038_gab,<user> obama wants women and transgenders storming the beach lol of course the enemy will be all male warriors,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1187610068289634304_twitter,<user> <user> you ’ re such a retard,HATE,3,0.6666666666666666,2,1,0
hatexplain_3481859_gab,maga supremacy is wrong whether its globalist jewish supremacy or white supremacy it antichristian and thus born to fail evil always ends up losing to the good side,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1097362424498315264_twitter,<user> fuck you and your anti white blood libel,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1178355699731943424_twitter,i thought best buy was super empty and the faggots open at <number> 🤦 🏿 ‍ ♂️ 🤦 🏿 ‍ ♂️,NORMAL,3,0.6666666666666666,1,0,2
hatexplain_22569828_gab,nothing in this photo violates any laws however i do see you reposting advocacy of violence in your timeline so i am going to chalk it up as you being another fed,NORMAL,3,1.0,0,0,3
hatexplain_13394890_gab,well can you come get all of ours please thanks in advance you will be a muslim country soon anyway merkel rofl,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1178417116631822336_twitter,i love white women,NORMAL,3,1.0,0,0,3
hatexplain_1179090966491385858_twitter,<user> <user> no that a different talentless white man,NORMAL,3,1.0,0,0,3
hatexplain_16802976_gab,doubt you are even white but if you marry a niggress nothing of value would be lost i mean you can not even form good arguments your black kids will probably be smarter than you too,HATE,3,0.6666666666666666,2,1,0
hatexplain_1089551942588747776_twitter,<user> how many zionist jews die,HATE,3,0.6666666666666666,2,0,1
hatexplain_12995858_gab,and yes i expect ryan gosling to be retarded without rachel sean young who is truly insane irl living happily ever after with white replicant children i too fail to see the point of this other than as a typische rebooted hollyjood creativity failure and cash grab,OFFENSIVE,3,1.0,0,3,0
hatexplain_15062922_gab,the worthless nigger shot the trooper in the back several times with a rifle,HATE,3,1.0,3,0,0
hatexplain_11913880_gab,islam is the militant army of the saudi kings,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1179094042023485441_twitter,<user> he wanted to call people retarded but ended up being the one with mental problems,OFFENSIVE,3,1.0,0,3,0
hatexplain_1178987503942062080_twitter,the atma contained in me used to occupy the body of oskar schindler there are nine thousand schindler jews who are only going to procreate i will not go near jews or israel until it aspires to or manifests a level of love prevalent at camp echo lake,NORMAL,3,1.0,0,0,3
hatexplain_16441711_gab,adopting creatures bred and educated in the ghetto is a bad idea no matter what species,OFFENSIVE,3,1.0,0,3,0
