ad_id,page_name,candidate,full_text,gt_tone
x_3217856695210971,Ann Roe,Ann Roe,"[ad_creative_body] The majority of Wisconsinites support the right to choose. In Washington, Ann Roe will protect that right.
[ad_creative_bodies] The majority of Wisconsinites support the right to choose. In Washington, Ann Roe will protect that right.
[ad_creative_link_title] Roe is on the ballot this November
[ad_creative_link_description] Vote for Roe on November 8th
[aws_ocr_text_img] ОЛ. VOTEL. ROE IS ON THE BALLOT. THIS NOVEMBER. VOTED. VOTED. ANN ROE. FOR CONGRESS. VOTE on or before Nov 8th",promote
x_3218692928395744,Dr. Kim Schrier,Kim Schrier,"[ad_creative_body] The midterms are weeks away, and Kim's race against MAGA Republican Matt Larkin has been rated a \""TOSS-UP!\"" \n\nKim needs your help to defeat her extreme opponent and keep fighting for WA-08 in Congress. Chip in $8 or more today → https://bit.ly/3CwHOHJ
[ad_creative_bodies] The midterms are weeks away, and Kim's race against MAGA Republican Matt Larkin has been rated a \""TOSS-UP!\"" \n\nKim needs your help to defeat her extreme opponent and keep fighting for WA-08 in Congress. Chip in $8 or more today → https://bit.ly/3CwHOHJ
[ad_creative_link_title] Donate to Dr. Kim Schrier
[ad_creative_link_description] WA-08 is a TOSS-UP
[aws_ocr_text_img] WA-08 is a. TOSS-UP. CONTRIBUTE TO DR. KIM SCHRIER",promote
x_322128496551642,Team Irene,Irene Armendariz-Jackson,"[ad_creative_body] 🇺🇸I am the Republican candidate for El Paso District - TX-16.\n\nAs the wife of a Navy veteran, I am concerned that we keep our promises to our veterans. We owe them a debt of gratitude.\n\nI will always support our great #veterans\n\nAfter fighting for our country, veterans deserve the best healthcare 🇺🇸America has to offer.\n\nSupport our campaign today>>> https://irenearmendarizjackson.com/the-choice-is-yours/
[ad_creative_bodies] 🇺🇸I am the Republican candidate for El Paso District - TX-16.\n\nAs the wife of a Navy veteran, I am concerned that we keep our promises to our veterans. We owe them a debt of gratitude.\n\nI will always support our great #veterans\n\nAfter fighting for our country, veterans deserve the best healthcare 🇺🇸America has to offer.\n\nSupport our campaign today>>> https://irenearmendarizjackson.com/the-choice-is-yours/
[aws_ocr_text_img] Political ad paid for by the Irene for Congress Committee. SUPPORTS. NEGLECTS OUR. OUR VETERANS. VETERANS. WILL YOU STAND WITH IRENE?",promote
x_3229457410698321,Senator Stephen Baldwin - WV,Down-ballot candidate/governor,"[ad_creative_link_title] The only one
[google_asr_text] I prefer to conceal carry. My NRI endorsement I'm Stephen Baldwin and I'm the only inara endorsed candidate in Senate District 10.
[aws_ocr_text_vid] They say Democrats want to take our guns TikTok @baldwinforwv TikTok @baldwinforwv REAL TikTok REAL TikTok @baldwinforwv REAL Thomm State Director POLITICAL VICTORY FUND 11250 FAIRFAX VIRGINIA 22030 NRA-PVF ember Stephen ل TikTok @baldwinforwv REAL Art Thomm State Director POLITICAL VICTORY FUND 11250 MILL ROAD FAIRFAX VIRGINIA 22030 ember 2022 Stephen TikTok @baldwinforwv REAL Art Thomm State Director POLITICAL VICTORY FUND 11250 WAPLES MILL ROAD FAIRFAL VIRGINIA 22030 RA-PVF ember 2022 the Honorable Stephen Baldwin 1148 ل TikTok @baldwinforwv REAL Art Thomm State Director POLITICAL VICTORY FUND 11250 22030 RA-PVF 15 2022 TikTok @baldwinforwv REAL Art Thomm State Director POLITICAL VICTORY FUND 11250 ROAD FAIRFAX 22030 2022 Honorable Stephen ل TikTok @baldwinforwv REAL Art Thomm State Director POLITICAL VICTORY FUND 11250 MILL ROAD 22030 RA-PVF 2022 Endorsed by: NRA NATIONAL TikTok ل RIFLE ASSOCIATION REAL Art Thomm State Director POLITICAL VICTORY FUND 11250 MILL 22030 15 2022 Honorable Stephen Endorsed by: NRA TikTok ل NATIONAL RIFLE ASSOCIATION",promote
x_3234124346904148,Saving Arizona,Blake Masters,"[ad_creative_body] Republican candidate for Senate in Arizona, Blake Masters, pounced on his challenger, Democratic Sen. Mark Kelly, after Kelly dodged a question on whether President Joe Biden is doing a good job.\n\n“Hey, I th—, you know, I, uh, you know, I, it, first of all, it’s not my job to give him a report card,” Kelly said, appearing to stutter. “I would say, mixed reviews on certain things. I have issues about Afghanistan, how our role in Afghanistan ended.”\n\nKelly then said he collaborated with the Biden administration to work with Ukraine, saying the administration “gets high marks” for their work in that area.
[ad_creative_bodies] Republican candidate for Senate in Arizona, Blake Masters, pounced on his challenger, Democratic Sen. Mark Kelly, after Kelly dodged a question on whether President Joe Biden is doing a good job.\n\n“Hey, I th—, you know, I, uh, you know, I, it, first of all, it’s not my job to give him a report card,” Kelly said, appearing to stutter. “I would say, mixed reviews on certain things. I have issues about Afghanistan, how our role in Afghanistan ended.”\n\nKelly then said he collaborated with the Biden administration to work with Ukraine, saying the administration “gets high marks” for their work in that area.
[ad_creative_link_title] ‘Look At Mark Kelly Squirm’: Arizona GOP Candidate Blake Masters Pounces As Opponent Dodges Questions On Biden Record - PRICKLY PEAR
[ad_creative_link_description] Republican candidate for Senate in Arizona, Blake Masters, pounced on his challenger, Democratic Sen. Mark Kelly, after Kelly dodged a question on whether President Joe Biden is doing a good job. Kelly sat down for an interview Sunday with Arizona’s Family to discuss the upcoming election and curr...",unclear
x_3239319316327272,Ruth Weissman for Montana House District 59,Down-ballot candidate/governor,"[ad_creative_body] Our students and educators need us now more than ever.
[ad_creative_bodies] Our students and educators need us now more than ever.
[aws_ocr_text_img] Ruth stands with. our students and educators. by advocating for a strong. public educational system.. RUTH. WEISSMAN. Paid for by WeissmanforHD59-Democrat, PO Box 1956, Livingston, MT 59047",promote
x_3246406585676474,Val Demings,Val Demings,"[ad_creative_body] Only in America can the Black daughter of a maid and a janitor who grew up in the 1960s South have a real chance at becoming Florida’s next senator. I’m only down 1 point in recent polling, so I’m humbly asking: Will you chip in before my FEC End of Quarter deadline to send me to the Senate and expand access to the American dream?
[ad_creative_bodies] [""Only in America can the Black daughter of a maid and a janitor who grew up in the 1960s South have a real chance at becoming Florida’s next senator. I’m only down 1 point in recent polling, so I’m humbly asking: Will you chip in before my FEC End of Quarter deadline to send me to the Senate and expand access to the American dream?"",""𝑹𝒆𝒎𝒆𝒎𝒃𝒆𝒓 𝑴𝒂𝒓𝒄𝒐 𝑹𝒖𝒃𝒊𝒐(𝑹)?\n\n🔴The guy who 𝐜𝐚𝐥𝐥𝐞𝐝 𝐫𝐞𝐩𝐫𝐨𝐝𝐮𝐜𝐭𝐢𝐯𝐞 𝐜𝐡𝐨𝐢𝐜𝐞 “𝐛𝐚𝐫𝐛𝐚𝐫𝐢𝐜” – while trying to take women’s rights back to the Stone Age?\n🔴The guy who 𝐬𝐚𝐢𝐝 𝐭𝐡𝐚𝐭 𝐭𝐡𝐞 𝐦𝐚𝐫𝐫𝐢𝐚𝐠𝐞 𝐞𝐪𝐮𝐚𝐥𝐢𝐭𝐲 𝐛𝐢𝐥𝐥 𝐰𝐚𝐬 𝐚 “𝐬𝐭𝐮𝐩𝐢𝐝 𝐰𝐚𝐬𝐭𝐞 𝐨𝐟 𝐭𝐢𝐦𝐞” – while supporting Ron DeSantis’s pointless culture wat against Disney?\n🔴The guy who had the gall to 𝐜𝐚𝐥𝐥 𝐃𝐞𝐦𝐨𝐜𝐫𝐚𝐭𝐬 “𝐝𝐚𝐧𝐠𝐞𝐫𝐨𝐮𝐬” – while trying to protect Jan. 6 insurrectionists?\n\n𝐓𝐡𝐚𝐭’𝐬 𝐭𝐡𝐞 𝐠𝐮𝐲 𝐈'𝐦 𝐫𝐮𝐧𝐧𝐢𝐧𝐠 𝐚𝐠𝐚𝐢𝐧𝐬𝐭. 𝐁𝐮𝐭 𝐚 𝐧𝐞𝐰 𝐩𝐨𝐥𝐥 𝐬𝐡𝐨𝐰𝐬 𝐦𝐞 𝐝𝐨𝐰𝐧 𝐛𝐲 𝐨𝐧𝐥𝐲 𝟏 𝐩𝐨𝐢𝐧𝐭, 𝐚𝐧𝐝 𝐌𝐚𝐫𝐜𝐨 𝐑𝐮𝐛𝐢𝐨 𝐢𝐬 𝐩𝐚𝐧𝐢𝐜𝐤𝐢𝐧𝐠. I’ve outraised him every single quarter so far, and now he’s scrambling to make up the difference before our final FEC End of Quarter numbers go public – but we won’t let him come out on top this time, either. Please, will you donate now to help me hit my $500,000 End of Quarter goal and send Rubio packing this November?"",""🔵 𝐃𝐄𝐌𝐎𝐂𝐑𝐀𝐓𝐒, 𝐏𝐋𝐄𝐀𝐒𝐄 𝐑𝐄𝐀𝐃 𝐓𝐇𝐈𝐒:\n\nIf I defeat Marco Rubio (R) in November, Democrats have a 97% chance of keeping Senate control.\n\nI know I can win this race and provide Florida a better future, so I’m humbly asking: 𝐁𝐞𝐟𝐨𝐫𝐞 𝐦𝐲 𝐟𝐢𝐧𝐚𝐥 𝐅𝐄𝐂 𝐄𝐧𝐝 𝐨𝐟 𝐐𝐮𝐚𝐫𝐭𝐞𝐫 𝐝𝐞𝐚𝐝𝐥𝐢𝐧𝐞 𝐨𝐟 𝐭𝐡𝐢𝐬 𝐜𝐚𝐦𝐩𝐚𝐢𝐠𝐧, 𝐰𝐢𝐥𝐥 𝐲𝐨𝐮 𝐬𝐩𝐚𝐫𝐞 𝐚𝐧𝐲 𝐚𝐦𝐨𝐮𝐧𝐭 𝐲𝐨𝐮 𝐜𝐚𝐧 𝐭𝐨 𝐡𝐞𝐥𝐩 𝐦𝐞 𝐠𝐞𝐭 𝐭𝐡𝐞 𝐣𝐨𝐛 𝐝𝐨𝐧𝐞 𝐚𝐠𝐚𝐢𝐧𝐬𝐭 𝐌𝐚𝐫𝐜𝐨 𝐑𝐮𝐛𝐢𝐨?"",""𝟐𝟏 𝐦𝐢𝐥𝐥𝐢𝐨𝐧. \nThat’s the number of girls and women, ages 15 to 44, who lost access to safe abortions when Roe v. Wade was overturned – a move that Marco Rubio (R) celebrated.\n\n𝟒𝟔-𝟒𝟓.\nThat's a recent poll between Rubio and myself. We’re only ONE POINT away from sending anti-choice Rubio packing and electing me, a proudly pro-choice Democrat, to represent Florida in the Senate. \n\n$𝟓𝟎𝟎,𝟎𝟎𝟎\nThat’s how much I need to raise before my final FEC End of Quarter deadline of this campaign, but I’m still missing YOUR donation.\n\nWith reproductive rights and so much more on the line, we CANNOT give Republicans the chance to retake Senate control. My final fundraising numbers of the election year are going public soon, so please: 𝐖𝐢𝐥𝐥 𝐲𝐨𝐮 𝐝𝐨𝐧𝐚𝐭𝐞 𝐫𝐢𝐠𝐡𝐭 𝐧𝐨𝐰 𝐭𝐨 𝐡𝐞𝐥𝐩 𝐦𝐞 𝐰𝐢𝐧 𝐢𝐧 𝐅𝐥𝐨𝐫𝐢𝐝𝐚 𝐚𝐧𝐝 𝐩𝐫𝐨𝐭𝐞𝐜𝐭 𝐨𝐮𝐫 𝐒𝐞𝐧𝐚𝐭𝐞 𝐦𝐚𝐣𝐨𝐫𝐢𝐭𝐲?"",""𝐈𝐟 𝐲𝐨𝐮’𝐯𝐞 𝐛𝐞𝐞𝐧 𝐰𝐚𝐢𝐭𝐢𝐧𝐠 𝐟𝐨𝐫 𝐭𝐡𝐞 𝐫𝐢𝐠𝐡𝐭 𝐦𝐨𝐦𝐞𝐧𝐭 𝐭𝐨 𝐝𝐨𝐧𝐚𝐭𝐞, 𝐭𝐡𝐢𝐬 𝐢𝐬 𝐢𝐭: My final FEC End of Quarter deadline is soon, and I’m still falling short of my critical goal. I’m only 1 point down in recent polling, and I’m relying on the money I raise right now to FINALLY surge ahead of Marco Rubio (R) and win this race. Will you chip in right now to help me flip Florida blue and send Rubio packing?""]
[ad_creative_link_title] OFFICIAL FEC END OF QUARTER DEADLINE | Donate now
[ad_creative_link_description] This is our LAST major fundraising deadline of the election year. Donate now.
[aws_ocr_text_img] PAID FOR BY VAL DEMINGS FOR U.S. SENATE.. FINAL FEC END OF QUARTER DEADLINE. DONATE NOW. $475,000 raised of our $500,000 goal!. PAID FOR BY VAL DEMINGS FOR U.S. SENATE.",promote
x_3247175858881334,Tennessee Senate Republican Caucus,Down-ballot candidate/governor,"[ad_creative_body] Let's STOP the radical left! Be the CHANGE we need this November and early vote for Dawn White ✅
[ad_creative_bodies] Let's STOP the radical left! Be the CHANGE we need this November and early vote for Dawn White ✅
[ad_creative_link_title] Dawn White for Tennessee State Senate (13th District)
[ad_creative_link_description] Official campaign website for Tennessee State Senator Dawn White (13th District), Conservative Republican
[aws_ocr_text_img] EARLY. VOTE for. DAWN. WHITE. & STOP THE. RADICAL LEFT",promote
x_3256298224590424,Kimberly Yee for Arizona,Down-ballot candidate/governor,"[ad_creative_body] ✓ Arizona mom\n\n✓ Small business owner\n\n✓ Proven financial leader\n\nVOTE Kimberly Yee for Arizona Treasurer!\n\nVOTE early starting October 12th.
[ad_creative_bodies] ✓ Arizona mom\n\n✓ Small business owner\n\n✓ Proven financial leader\n\nVOTE Kimberly Yee for Arizona Treasurer!\n\nVOTE early starting October 12th.
[aws_ocr_text_vid] Responsibly managing your taxpayer dollars.. Arizona тот Small business owner Proven financial leader. Kimberly YEE PAID FOR BY KIMBERLY YEE AUTHORIZED BY KIMBERLYYEE FOR ARIZONA TREASURER.. Arizona тот. Arizona тот Small business owner. Kimberly YEE STATE TREASURER PAID FOR BY KIMBERLY YEE FOR ARIZONA TREASURER AUTHORIZED YEE FOR ARIZONA TREASURER.. Kimberly YEE STATE TREASURER PAID FOR BY KIMBERLYYEE FOR ARIZONA AUTHORIZED BY YEE FOR ARIZONA TREASURER.. Kimberly YEE STATE TREASURER. Responsibly managing your taxpayer. Но PAID FOR BY KIMBERLY FOR ARIZONA TREASURER. AUTHORIZED BY KIMBERLYYEE FOR ARIZONA TREASURER.. VOTE EARLY STARTING OCTOBER 12TH. Honesty. Integrity. PAID FOR BY KIMBERLY YEE FOR ARIZONA TREASURER. AUTHORIZED BY KIMBERLYYEE FOR ARIZONA TREASURER.. Honesty. Inte PAID FOR BY FOR ARIZONA TREASURER. AUTHORIZED BY KIMBERLYYEE FOR ARIZONA TREASURER.. Kimberly YEE. VOTE EARLY STARTING OCTOBER",promote
x_3257626641122349,Adam Schiff,Adam Schiff,"[ad_creative_body] Hello, I’m Congressman Adam Schiff. I’m up for re-election this year and I have a tough fight ahead. In 2020 my GOP opponents spent nearly $4 million dollars against me – and this year is proving to be an even more difficult fight. \n\nThat’s why I need your support. $5, $10, $20, whatever you can afford would be so appreciated. Thank you so much for everything.
[ad_creative_bodies] Hello, I’m Congressman Adam Schiff. I’m up for re-election this year and I have a tough fight ahead. In 2020 my GOP opponents spent nearly $4 million dollars against me – and this year is proving to be an even more difficult fight. \n\nThat’s why I need your support. $5, $10, $20, whatever you can afford would be so appreciated. Thank you so much for everything.
[ad_creative_link_title] Chip in >>>
[google_asr_text] Hello, I'm congressman Adam Schiff. This year democracy itself is on the ballot. I am committed to doing everything, I can to protect our institutions and the right to vote. If you are with me, please send $5, $10, $20, whatever, you can afford, would be much appreciated. It will help me in my own race, and will help me help Democrats around the country, retain our majority. Thank you so much.
[aws_ocr_text_vid] Hello, I'm Congressman Adam Schiff. This year, democracy itself is on the ballot. I am committed to doing everything I can to protect our institutions and the right to vote. If you are with me, please send $5, $10, $20, whatever you can afford. Would be much appreciated. It will help me in my own race. And it will help me help Democrats around the country retain our majority. Thank you so much.",promote
x_3257986754464145,John Fetterman,John Karl Fetterman,"[ad_creative_body] I’ve seen too many communities that have been forgotten, including my own in Braddock. \n\nDC is failing Pennsylvania families, and the politicians don't fix it – they just keep talking. \n\nBut I know we can fix it. We can take on corruption in Washington, lower taxes for working people, and make more things in Pennsylvania.\n\nNo place should be left behind, and that’s why I’m running for Senate. Click the link to learn more.
[ad_creative_bodies] I’ve seen too many communities that have been forgotten, including my own in Braddock. \n\nDC is failing Pennsylvania families, and the politicians don't fix it – they just keep talking. \n\nBut I know we can fix it. We can take on corruption in Washington, lower taxes for working people, and make more things in Pennsylvania.\n\nNo place should be left behind, and that’s why I’m running for Senate. Click the link to learn more.
[ad_creative_link_title] Vote for John Fetterman by November 8
[google_asr_text] I've seen too many communities that have been forgotten including my own a broken, DC is failing. Pennsylvania families, the cost of gas groceries, childcare, they keep going up and the politicians don't feel it and they don't fix it. They just keep talking, but we can fix it. Take on corruption in Washington, lower taxes for working people. Make more things in Pennsylvania and drive down costs. That's a start and my promise. I'm John fetterman and I approve this message because no place should be left behind.
[aws_ocr_text_vid] John Fetterman too many communities John Fetterman that have been forgotten, John Fetterman including my own. Washington Pennsylvania families A broken D.C. Washington is failing Pennsylvania families is failing Pennsylvania families. UNLEADED 4.79° DIESEL AU The cost of gas, groceries, child care. & UNLEADED DIESEL The of gas, child cost Costs groceries, keep care. Costs keep rising The cost of gas, groceries, child care. Costs keep rising They keep going up DC politicians don't care and the politicians don't feel it DC politicians don't care and they don't fix it. They just keep talking MEHMET OZ ""THE Fetterman: Take on corruption As Lieutenant Governor PITTSBL HAPPENING ACTIC NOW In For Another Term NEW But we can fix it. Fetterman: Take on corruption As Lieutenant Governor PITTSBL HAPPENING ACTIC NOW In For Another Term NEW Take on corruption in Washington. Fetterman: Lower taxes Lower taxes for working people. S. Fetterman: Make stuff in PA Make more things in Pennsylvania. A Fetterman: Make stuff in PA Make more things in Pennsylvania. Fetterman: Drive down costs BY VOTE And drive down costs. MAN Fetterman: EVERY Drive down costs FETT U.S. And drive down costs. That's a start. And my promise. ""A ground level appreciation for the challenges facing Pennsylvanians"" -Endorsed by The Inquirer ""A ground level appreciation for the challenges facing Pennsylvanians"" -Endorsed by The Inquirer I'm John Fetterman, PAID FOR BY FETTERMAN FOR PA. APPROVED BY JOHN FETTERMAN. 5104 ""A ground level appreciation for the challenges facing Pennsylvanians"" -Endorsed by The Inquirer and I approve this message PAID FOR BY FETTERMAN FOR PA. APPROVED BY JOHN 5104 Fetterman: No one left behind because no place should be left behind. PAID FOR BY FETTERMAN FOR PA. APPROVED BY JOHN FETTERMAN : Fetterman: 5104 No one left behind because no place should be left behind. PAID FOR BY FETTERMAN FOR PA. APPROVED BY JOHN FETTERMAN.",promote
x_3260179907566830,Nevada Voices PAC,Down-ballot candidate/governor,"[ad_creative_body] Sheriff Joe Lombardo lied to Clark County residents about deporting Nevadans for political reasons.
[ad_creative_bodies] [""Dangerous for Immigrant Families"",""Dangerous for Immigrant Families""]
[ad_creative_link_title] Nevada Voices PAC
[ad_creative_link_description] Dangerous for Immigrant Families
[aws_ocr_text_img] DANGEROUS. FOR IMMIGRANT. FAMILIES. "". Metro Police had helped U.S.. Immigration. and. Enforcement. Customs. capture individuals jailed for non-violent. crimes in recent years... after Metro. announced it had ended its partnership. with ICE under the discontinued federal. 287 (g) program.. "". -Las Vegas Review-Journal. Image Courtesy: The Nevada independent. PLAN. ACTION. PAID FOR BY NEVADA VOICES PAC. DANGEROUS. FOR IMMIGRANT. FAMILIES. Sheriff Joe Lombardo lied to Clark. County residents about deporting. Nevadans for political reasons.. Image Courtesy: The Nevada Independent. PLAN. YDIGENU. ACTION. PAID FOR BY NEVADA VOICES PAC",attack
x_3260243334249339,Jim Jordan for Congress,Joe Biden,"[ad_creative_body] The Biden Administration is in free fall. I'm not sure it can get any worse. We have to fight back. I think our chances are good of winning in November, but I need your help. Will you chip in $5 or $10 today?
[ad_creative_bodies] The Biden Administration is in free fall. I'm not sure it can get any worse. We have to fight back. I think our chances are good of winning in November, but I need your help. Will you chip in $5 or $10 today?
[ad_creative_link_title] Fight Back!
[google_asr_text] I not attend think about this in the greatest country in history, 9 out of 10 of our fellow citizens. Think America is on the wrong track. They think that because that's the case we got a border that's in chaos record. Gas prices record, inflation record crime, attacks on our first amendment, Second Amendment, Liberties foreign policy that's a mess. And what do they see from the president? They see a guy, unfortunately, that can put two sentences together. That doesn't show real leadership, so that's why the country gets it. And now, even Democrats understand this is a disaster for the country, but also So for their political chances in the upcoming election, I think it's the reason we're going to win and I think there's a chance we're going to win real big.
[aws_ocr_text_vid] THE WHITE HOUSE REP JIM JORDAN (R-OH) FOX RANKING MEMBER, HOUSE JUDICIARY COMMITTEE NEWS HANNITY 9:03 ET THE WHITE HOUSE REP Think about this, Hannitu FOX RANKING NEWS 9:03 ET in the greatest country in history, MILLER AND TERRELL COMING UP THE WHITE HOUSE REP Think about this, FOX RANKING NEWS in the greatest country in history, MILLER AND TERRELL COMING UP channel THE WHITE HOUSE nine out of ten of our fellow citizens Hannitu FOX RA NEWS think America is on the wrong track. MILLER AND TERRELL COMING UP channel THE WHITE HOUSE They think that because that's the case, FOX NEWS we've got a border that's in chaos, record R AND TERRELL MING UP channel THE WHITE HOUSE They think that because that's the case, FOX NEWS we've got a border that's in chaos, record R AND TERRELL Channel MING UP They think that because that's the case, FOX NEWS we've got a border that's in chaos, record R AND TERRELL MING UP LIVE NITED They think that because that's the case, FOX NEWS we've got a border that's in chaos, record R AND TERRELL MING UP LIVE UNITED gas prices, record inflation, record nitu FOX NEWS crime, attacks on our First Amendment. ER AND TERRELL OMING UP LIVE gas prices, record inflation, record nitu FOX NEWS crime, attacks on our First Amendment. ER AND TERRELL OMING UP LIVE THE WHITE HOUSE Second Amendment liberties, foreign policy FO NEW S that's a mess. MILLER AND TERRELL NG UP THE WHITE Second Amendment liberties, foreign policy FO NEW that's a mess. MILLER AND TERRELL NG UP 8:03 THE WHITE HOU Second Amendment liberties, foreign policy FO NEW that's a mess. MILLER AND TERRELL NG UP 8:03 THE WH FOX MORE SIGNS OF DEM PANIC AHEAD OF MIDTERMS Hannity NEWS 8:03 CT And what do they see from the president? AND TERRELL MING UP THE WHITE HOUSE FOX MORE SIGNS OF DEM PANIC AHEAD OF MIDTERMS Hannity NEWS 8:03 CT And what do they see from the president? AND TERRELL MING UP THE WHITE HOUSE WASHINGTON FOX MORE see a guy, NEWS that can't put two sentences together, LLER AND TERRELL COMING UP 8:03 CT THE WHITE HOUSE WASHINGTON FOX MORE see a guy, NEWS that can't put two sentences together, LLER AND TERRELL COMING UP THE WHITE HOUSE WASHINGTON JAMES FOX MORE SIGNS OF DEM PANIC AHEAD OF MIDTERMS NEWS MILLER AND TERRELL HANNITY COMING UP channel JAMES FOX SIGNS OF DEM PANIC AHEAD OF MIDTERMS NEWS that doesn't show real leadership. MILLER AND TERRELL COMING UP channel JAMES - - FOX MORE SIGNS OF DEM PANIC AHEAD OF MIDTERMS NEWS So that's why the country gets it. MILLER AND TERRELL COMING UP channel JAMES - MORE SIGNS OF DEM PANIC AHEAD OF MIDTERMS Hannitu FOX NEWS So that's why the country gets it. MILLER AND TERRELL COMING UP channel JAMES CO - N And now even Democrats understand nnitu FOX NEWS this is a disaster for the country, LLER AND TERRELL COMING UP channel JAMES CO - And now even Democrats understand nnity FOX NEWS this is a disaster for the country, LLER AND TERRELL COMING UP channel JAMES CO - And now even Democrats understand nnity FOX NEWS this is a disaster for the country, LLER AND TERRELL COMING UP IVE JAMES CO - N And now even Democrats understand nnity FOX NEWS this is a disaster for the country, LLER AND TERRELL COMING UP LIVE JAMES CO - - also for their political chances Hannitu FOX NEWS in the upcoming election. MILLER AND TERRELL COMING UP LIVE JAMES CO - - also for their political chances Hannitu FOX NEWS in the upcoming election. MILLER AND TERRELL COMING UP LIVE NATO NATO OTAN OTAN JAMES CO - - - - - - NATO NATO OTAN also for their political chances Hannitu FOX NEWS in the upcoming election. MILLER AND TERRELL COMING UP LIVE - - MADRID NATO OTAN OTAN JAMES - - - NATO NATO OTAN MORE SIGNS OF DEM! think it's OF MIDTERMS Hannitu FOX NEWS the reason we're going to win. MILLER AND TERRELL COMING UP LIVE - - NATO NATO OTAN OTAN JAMES con - - NATO NATO OTAN OTAN MORE SIGNS OF DEM! think it's OF MIDTERMS Hannitu FOX NEWS the reason we're going to win. MILLER AND TERRELL LIVE COMING UP NATO NATO OTAN OTAN JAMES - - - NATO NATO OTAN OTAN FOX MORE S And I think there's a chance Hannity NEWS we're going to win real big. MILLER AND TERRELL COMING UP 7:03 MT NATO NATO NATO OTAN OTAN JAMES CO - - - NATO NATO OTAN OTAN MORE S And I think there's a chance Hannity FOX NEWS 7:03 MT we're going to win real big. MILLER AND TERRELL COMING UP JAMES CON - Jim ... PADUCAN Jordan for Congress! FOX MORE SIGNS OF DEM PANIC AHEAD OF MIDTERMS Hannitu NEWS MILLER AND TERRELL BREAKING NEWS COMING UP 7:03 MT JIMJORDANTORCONGRESS Jim Jordan for Congress! PAID FOR BY JIM JORDAN FOR CONGRESS Jim Jordan for Congress! STAND UP FOR AMERICA! DONATE NOW! PAID FOR BY JIM JORDAN FOR CONGRESS",attack
x_3262637604008855,Beto O'Rourke,Down-ballot candidate/governor,"[ad_creative_body] My name is Beto O’Rourke, and I’m running for Governor of Texas.\n\nI was born in El Paso — the community that Amy and I are lucky enough to be raising our three kids in. I started a small business here, creating good jobs and opportunities for people who call this city home. \n\nI spent seven years on the City Council, serving my community while working to make sure that our community was one where everyone could thrive.\n\nI also represented El Paso in Congress for six years, where I fought for veterans, health care, and our public lands. \n\nIn 2018, I ran for Senate — and our campaign made history as one of the closest elections ever in Texas. We increased young voter turnout, organized everywhere across the state, and won more votes than any Democrat running for Senate in Texas ever had. Since 2018, I’ve worked with organizers across the state to register tens of thousands of eligible voters and get more people involved in our democracy. \n\nNow, I’m running to be the next Governor of Texas and it couldn’t be happening at a more pivotal time. Our state is at a historic crossroads, and now more than ever, we need to deliver for the people of Texas — great jobs, world-class schools, the ability to see a doctor, and the opportunity for everyone to live to their full potential. I need your help to make this happen in a state as big as Texas. Can you make a donation to our campaign right now so we can continue organizing in every part of the state to reach every single eligible voter in Texas?
[ad_creative_bodies] My name is Beto O’Rourke, and I’m running for Governor of Texas.\n\nI was born in El Paso — the community that Amy and I are lucky enough to be raising our three kids in. I started a small business here, creating good jobs and opportunities for people who call this city home. \n\nI spent seven years on the City Council, serving my community while working to make sure that our community was one where everyone could thrive.\n\nI also represented El Paso in Congress for six years, where I fought for veterans, health care, and our public lands. \n\nIn 2018, I ran for Senate — and our campaign made history as one of the closest elections ever in Texas. We increased young voter turnout, organized everywhere across the state, and won more votes than any Democrat running for Senate in Texas ever had. Since 2018, I’ve worked with organizers across the state to register tens of thousands of eligible voters and get more people involved in our democracy. \n\nNow, I’m running to be the next Governor of Texas and it couldn’t be happening at a more pivotal time. Our state is at a historic crossroads, and now more than ever, we need to deliver for the people of Texas — great jobs, world-class schools, the ability to see a doctor, and the opportunity for everyone to live to their full potential. I need your help to make this happen in a state as big as Texas. Can you make a donation to our campaign right now so we can continue organizing in every part of the state to reach every single eligible voter in Texas?
[ad_creative_link_title] Beto for Texas | Donate now »
[ad_creative_link_description] Donate to ensure millions of Texans see our TV ad.",promote
x_3262737187332526,Minnesota Values Campaign,Down-ballot candidate/governor,"[ad_creative_body] Brion Curran believes health care decisions should be between a patient and their doctor. That's why she will protect access to women's health care and abortion. Vote for Brion Curran for MN House!
[ad_creative_bodies] Brion Curran believes health care decisions should be between a patient and their doctor. That's why she will protect access to women's health care and abortion. Vote for Brion Curran for MN House!
[ad_creative_link_title] Vote Brion Curran for MN House
[ad_creative_link_description] We need more leaders who will protect our rights",promote
