source_id,text,gt_Activities,gt_Budget,gt_Evaluation,gt_External Contracts,gt_Institutional Structure,gt_Other,gt_Regulatory
72,Brigadas de exploración propias y personal adscrito a ellas durante los años 1985 1990 1995 2000 y 2005.,0,0,0,0,1,0,0
73,Solicito información de la eficiencia de las siguientes plantas termoeléctrica de 400 MW de combustóleo Carboeléctrica de 200 MW,1,0,1,0,0,0,0
74,Solicito el siguiente permiso otorgado a Transportadora Purépecha: http://www.pot.mx/pot/concesion/consultarConcesion.do?method=muestraDetalle&idConcesion=163101559&_idDependencia=9 (en caso de que contenga datos personales entregar versión pública),1,0,0,0,0,0,1
75,quisera conocer el nombre puesto cargo y nivel con el que cuentan los mensajeros que laboran en el IFAI,0,0,0,0,1,0,0
76,Nombre de subdirectores de la SRE delegación San Luis Potosí Oficinas de Enlace en la ciudad de San Luis Potosí,0,0,0,0,1,0,0
77,Datos de las personas que integran el Comité de Archivo General de la Dependencia,0,0,0,0,1,0,0
78,Solicito de la manera más atenta se me informe si el Comité de seguimiento al Programa Integral de Gestión Ambiental,1,0,0,0,1,0,1
79,fundamento legal para cobrar de manera bimestral el consumo de energía electrica tanto en los hogares como en los comercios,1,0,0,0,0,0,0
80,RELACIÓN DE SERVIDORES PÚBLICOS DE BASE ADSCRITOS AL AREA DE ADMINISTRACIÓN DEL CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES.,0,0,0,0,1,0,0
81,Muy atentamente solicito se me informe cuál fue el porcentaje de incremento al salario mínimo durante el año de 2004.,1,0,1,0,0,0,0
82,CUANTAS QUEJAS Y EN QUE FECHAS SE HAN INTERPUESTO EN CONTRA DE HECTOR NAVA JAIMES DIRECTOR GENERAL DEL CENAM QUERETARO,0,0,0,0,1,0,0
83,VER ARCHIVO,1,0,0,0,0,0,0
84,La petiición va como archivo adjunto. Gracias.,0,0,0,1,0,0,0
85,¿Cual es el salario y rango de los médicos egresados de la escuela médico militar,0,0,1,0,1,0,0
86,¿cual fue el presupuesto economico y humano utilizado para llevar a cabo el desfile conmemorativo al 16 de septiembre del presente año ante el presidente de la republica?,0,1,0,0,1,0,0
87,¿Qué programas acciones y medidas ha realizado la secretaria para prevenir y erradicar la discriminación?,1,0,1,0,0,0,0
88,NECESITO SABER SI EN DICIEMBRE DE 2003 LA EMPRESA AUTOTRANSPORTE DE CARGA MARSOL S.A. DE C.V. ERA PERMISIONARIA DEL SERVICIO PÚBLICO FEDERAL.,0,0,0,0,0,0,1
89,POR ESTE MEDIO ME PERMITO SOLICITAR LA VALIDACION DE LA LICENCIA FEDERAL DEL OPERADOR MIGUEL ANGEL CRUZ CHAVEZ CON R.F.C CUCM710929 CON NUMERO DE LICENCIA HGO04773,0,0,0,0,0,0,1
90,Avances de la construcción de la carretera México-Tuxpan: 1.- Cuales tramos ya fueron construidos y cuales tramos faltan? 2.- Cuándo será (fecha tentativa) de la inauguración de dicha carretera 3.- Será inaugurada por tramos o en su totalidad,1,0,0,0,0,0,0
91,Por que se tardan tanto para dar información cuando les es solicitada por una autoridad judicial o ministerial.,1,0,0,0,0,0,0
92,cuantas plazas laborales de confianza existen en CAPUFE.,0,0,0,0,1,0,0
93,de acuerdo a sus ultimos inventarios cuantas partidas conforman los bienes que se encuentran en Guadalajara Jal. y que tipo de bienes son de manera generica y por que determinaron que 10 elementos los custodiaran,0,0,0,0,1,1,0
95,Solicito se me informe la fecha exacta de notificación a la parte interesada del recurso de revisión administrativa recientemente resuelto respecto al expediente marcario 782138 SUPER LUB. La razón de la solicitud debido a que no se dejó constancia de su notificación. Fue resuelto por la Lic. Carla Sánchez Elias su Subdirector Divisional de Exámen de Signos Distintivos por oficio de fecha 26 de julio de 2007 identificado con el folio 20070309804. Además se notificó en el mismo domicilio de esta solicitud y se dirigió al suscrito como apoderado legal de la directamente interesada.,1,0,0,0,0,1,0
96,Solicito los datos relacionados con: ACUPUNTURA. sesiones clinicas academicas cursos diplomados certificaciones espacio clinico:hospitales clinicas consultas y tratamientos y seguimientos. Coordinadores de area y medicos tratantes acupunturistas certificados donde incluyan este servicio para los pacientes. Servicios afines a la Acupuntura: Anestesiologia Algologia (Clinica del Dolor) Psiquiatria Psicologia Otros.,1,0,0,0,1,0,0
97,Lista de lascontrataciones de Empresas de profesionistas dela Salud externas en el año 2008.,0,0,0,1,0,0,0
98,INFORMACIÓN HISTÓRICA SOBRE PRECIPITACIÓN AFORO DE RÍOS Y NIVELES EN LAS PRESAS EN EL ESTADO DE GUERRERO. INCLUYAN GRÁFICOS UBICACIÓN PRECISA DE LAS ESTACIONES HIDROMÉTRICAS. ESTA INFORMACIÓN ES PARA REALIZAR UN PROYECTO HIDROELÉCTRICO EN LA UNIVERSIDAD.,0,0,1,0,0,0,0
99,Versión pública del expediente de Gustavo E. Madero Muñoz Presidente del PAN con motivo de la expedición de su cédula profesional,1,0,0,0,0,0,1
100,Con qué estudios de maestría problables mediante cédula profesional cuanta joaquin solis arias,0,0,0,0,0,0,1
101,Relación de licencias sin goce de sueldo otorgadas en el 2010 al personal administrativo en el Centro Interdisciplinario de Investigación y Docencia en Educación técnica El Centro Interdisciplinario de Investigación y Docencia en Educación Técnica está adscrito a la Dirección General de Educación Superior Tecnológica y esta a su vez a la Subsecretaria de Educación Superior de la Secretaria de Educación Pública.,0,0,0,0,1,0,0
102,Solicito de la manera más atenta proporcionen la fecha exacta en que la Secretaría de Marina-Armada de México inicia operaciones antinarcóticos. Así también solicito el número el nombre y la fecha en que iniciaron de estos operativos. Además solicito saber ¿cuales son los órganos internos dedicados al combate del narcotráfico en la Secretaría de Marina? Gracias.,1,0,1,0,0,0,0
103,COPIA CERTIFICADA DE LA COMPROBACION GENERADA POR EL GRUPO EL PROGRESO CON NUMERO PM-QROO-090310-6110-0126. DELE EJERCICIO FISCAL 2012 QUE OBRAN EN LA DELEGACION DE LA SEDATU EN QUINTANA ROO. DICHA COMPROBACIÓN DEL GRUPO FUE REALIZADA EN LA DELEGACIÓN DE LA ENTONCES REFORMA AGRARIA ACTUALMENTE SEDATU.,0,0,0,1,0,0,0
104,Relación de proyectos realizados a través del programa de Rescate del Espacio Público (PREP) en el Distrito Federal desde la creación de este hasta la fecha con los siguientes datos: dirección precisa -calle núm colonia y delegación política- año de ejecución descripción de las obras realizadas.,0,0,1,0,0,0,0
105,Cuantificación de la Población Potencial y Objetivo 2011 para el estado de Oaxaca del Programa: Fondo de apoyo para proyectos productivos (FAPPA) La cuantificación es específica para el estado de Oaxaca y con base en la normativa vigente de la instancia que ejecuta el programa.,1,0,1,0,0,0,0
106,Número tipo fecha lugar (incluyendo municipio y estado) nombre de las personas u organizaciones a las que se han otorgado autorizaciones para investigación en biotecnología. Incluyendo el listado de las solicitudes recibidas (negadas o no). Listado de dictamenes (favorable o no) otorgados por la Secretaría De acuerdo con las disposiciones del artículo 87 bis de la Ley General del Equilibrio Ecológico y Protección al Ambiente y de los artículos 101 102 y 103 de la Ley General de Desarrollo Forestal Sustentable.,0,0,1,0,0,0,1
107,El memorando DOE-042/2000 de la Dirección de Ordenamiento Ecológico e Impacto Ambiental emitido el 17 de abril de 2001 Dirección de Ordenamiento Ecológico e Impacto Ambiental,0,0,0,0,0,0,1
108,Presupuesto mensual de la Secretaria de turismo durante el periodo de enero de 1992 a diciembre del 2004.,0,1,0,0,0,0,0
109,Cual es la situacion actual de la iniciativa del presidente de la republica sobre ampliar la capacidad de retiro de las cuentas individuales dentro del sistema de ahorra para el retiro en caso de desempleo. y cuando creen que pueda ser aprobada. Acuerdo nacional en favor de la economia familias y el empleo para vivir mejor,1,0,0,0,0,0,0
111,CONTRATOS CONVENIOS APOYOS O PYROYECTOS CON EL MUNICIPIO DE OCUILAN DE ARTEGA DEL ESTADO DE MEXICO DENTRO DEL MUNICIPIO SE ENCUENTRAN LAS LAGUNAS DE ZEMPOALA Y EL AHUEHETE DE CHALMITA DONDE SE BAÑAN LOS PEREGRINOS QUE VAN A CHALMA,1,0,1,1,0,0,0
112,Solicito los títulos de las obras que traten temas relacionados con la vida costumbres mitos realidades o cualquier otro aspecto acerca de las personas con acondroplasia (enanismo) en México.,1,0,0,0,0,0,0
