source_id,text,gold
AAW_ARB_20070227.0015-20,وفي نوفمبر (تشرين الثاني) 2005 قامت امرأة بلجيكية اعتنقت الاسلام ومتزوجة من مغربي بتفجير نفسها مستهدفة دورية للقوات الاميركية جنوب بغداد.,EVENT
AAW_ARB_20080930.0006-8,من ناحية ثانية، ذكر مصدر في شرطة محافظة نينوى أن اربعة مدنيين أصيبوا بجروح أمس إثر انفجار سيارة مفخخة شرق الموصل.,EVENT
AAW_ARB_20070807.0039-1,أوقعت سلسلة هجمات أمس، بينها هجوم انتحاري بشاحنة مفخخة في تلعفر (شمال)، عشرات القتلى والجرحى، حسبما افادت مصادر أمنية.,EVENT
AAW_ARB_20070818.0025-14,وقال بيان للتحالف الدولي بقيادة الناتو، ان عبوة ناسفة انفجرت بقواته، تلا ذلك هجوم بالاسلحة النارية وقذائف الهاون، مما ادى الى اندلاع معارك بين قوات الناتو ومسلحي طالبان، قتل خلالها المدنيون الخمسة واصيب ثلاثة اخرون.,EVENT
AAW_ARB_20081205.0004-3,كما قتل جنديان اميركيان واصيب تسعة عراقيين بجروح في هجوم انتحاري بسيارة مفخخة في الموصل.,EVENT
AAW_ARB_20080104.0028-1,قتل أمس سبعة من عناصر الشرطة الأفغانية، ومهندس هندي في غرب افغانستان، اثر هجوم انتحاري تبنته طالبان، هو الأول في أفغانستان في عام 2008.,EVENT
AAW_ARB_20080530.0033-9,واوضح ان «انتحاريا يستقل سيارة مفخخة مشابهة لسيارات قوات الشرطة فجر نفسه حوالى التاسعة صباحا لدى مرور دورية في منطقة الغابات (شمال الموصل)».,EVENT
AAW_ARB_20070624.0025-3,وكانت مجموعة من حوالي ثلاثين طالبا من المسجد الاحمر قد اقتحمت ليلا عيادة للعلاج بالوخز بالابر في اسلام اباد «تستخدم للبغاء» بحسب احد المسؤولين عن المسجد وخطفت تسعة اشخاص واحتجزتهم لمدة تقرب من 24 ساعة.,EVENT
AAW_ARB_20071018.0035-8,وفي جلولاء التابعة لمحافظة ديالى قتل احد افراد البيشمركة (القوات الكردية) واصيب 10 آخرون بجروح، اثر انفجار سيارة مفخخة صباح امس في بلدة جلولاء.,EVENT
AAW_ARB_20070322.0018-4,وقال الجيش الاميركي ان جنوده قتلوا خمسة مسلحين مشتبه فيهم أمس خلال غارة على مصنع للقنابل شمال بغداد دمر في وقت لاحق في ضربة جوية.,EVENT
AAW_ARB_20081023.0034-1,قالت وزارة الدفاع الافغانية امس ان قوات اجنبية قتلت تسعة جنود افغان بطريق الخطأ في ضربة جوية في جنوب شرقي افغانستان الليلة الماضية.,EVENT
AAW_ARB_20071002.0048-4,وكان ربع من سقطوا قتلى في اغسطس هم 411 شخصا قتلوا في تفجير شاحنات ملغومة استهدفت الاقلية اليزيدية في شمال العراق يوم 14 اغسطس.,EVENT
AAW_ARB_20071110.0003-4,ونقلت وكالة رويترز عن مصادر امنية عراقية قولها، ان المهاجم فجر نفسه خلال اجتماع لزعماء العشائر ليقتل خمسة من اعضاء «مجلس انقاذ ديالى»، الذي شكل لمكافحة عناصر «القاعدة» في المحافظة.,EVENT
AAW_ARB_20070207.0048-1,افادت الاجهزة الامنية الباكستانية بان رجلا يشتبه في انه اراد تنفيذ عملية انتحارية بسيارة مفخخة في مطار اسلام اباد الدولي، فتح النار ثم فجر الشحنة التي بحوزته ما ادى الى اصابة خمسة اشخاص بجروح فيما قضى هو في الانفجار.,EVENT
AAW_ARB_20061115.0044-1,قتل اربعون شخصا امس في حوادث عنف متفرقة في العراق أبرزها انفجار سيارة مفخخة في احد الاسواق الأكثر ازدحاما في بغداد.,EVENT
AAW_ARB_20070820.0031-3,كما اختطف مسلحون 15 شخصا في نقطة تفتيش وهمية وسط بغداد.,EVENT
AAW_ARB_20070801.0034-2,وأوضح البيان أن هليكوبتر «أباتشي» من طراز «إيه إتش 64» تعرضت لهجوم من نيران أرضية، الأمر الذي اضطرها للهبوط في حي بغداد الجديدة.,EVENT
AAW_ARB_20070811.0003-7,وأفيد بمقتل زهاء 15 مسلحا في اشتباكات عنيفة امس، فيما تردد ان احد مسؤولي المسلحين شاهين شاهين جدد طلبه الاستسلام شرط عدم تنفيذ حكم الاعدام به.,EVENT
AAW_ARB_20070920.0021-17,يذكر ان مسلحين مجهولين اغتالوا الأسبوع الماضي مسلم يعقوب البطاط إمام جامع العروة الوثقى، أحد ممثلي السيستاني، عندما أطلقوا عليه النار من أسلحتهم الخفيفة في منطقة الفرسي أثناء خروجه من الجامع.,EVENT
AAW_ARB_20081017.0033-1,قال مسؤولون في المخابرات الباكستانية إن مقاتلا قتل بعدما اطلقت طائرة بدون طيار، يعتقد أنها أميركية، صاروخا على منطقة باكستانية على الحدود الافغانية أمس.,EVENT
AAW_ARB_20080413.0018-5,وقال الجيش الأميركي إن قواته أطلقت على الاقل صاروخا واحدا من طراز هيلفاير من طائرة بدون طيار وقذيفتين من مدفع دبابة (ام 1) ضد مقاتلين استهدفوا هذه القوات بتفجير قنابل مزروعة على الطرق وبقاذفات صاروخية.,EVENT
AAW_ARB_20070613.0015-3,وفي اول حادث من نوعه في الضفة الغربية منذ انهيار الهدنة بين حركتي فتح وحماس الخميس في قطاع غزة، تعرض قيادي في حركة حماس هو وكيل وزارة النقل الفلسطينية الثلاثاء، للخطف على ايدي مسلحين في رام الله.,EVENT
AAW_ARB_20061108.0035-16,وبعد عدة ساعات على قصف منزل الشنطي، قامت دبابة اسرائيلية بقصف احد المنازل في منطقة شعشاعة الواقعة الى الشرق من مخيم جباليا، الأمر الذي ادى الى مقتل ثلاثة مواطنين وجرح عدد اخر.,EVENT
AAW_ARB_20070225.0038-6,وقتل أكثر من 30 شخصا خلال الاربعة أسابيع الماضية في هجمات انتحارية يعتقد أنها من فعل مقاتلين يسيطر عليهم المتشددون الموالون لطالبان الذين يتمركزون في المناطق القبلية الباكستانية المتاخمة لافغانستان.,EVENT
AAW_ARB_20070324.0016-9,*5 فبراير 2004: افادت تقارير بتعرض المرجع الشيعي آية الله علي السيستاني لمحاولة اغتيال في النجف.,EVENT
AAW_ARB_20080119.0036-3,وقال الجيش في بيان إن قوات التحالف وجهت ضربة جوية دقيقة استهدفت اجتماعا لتنظيم «القاعدة» بمدينة المقدادية (100 كم شمال شرقي بغداد) أول من أمس ما أسفر عن مقتل أربعة من عناصر التنظيم، حسبما افادت به وكالة الانباء الالمانية (د ب أ).,EVENT
AAW_ARB_20061108.0088-1,اعترفت الحكومة السودانية امس، ولأول مرة منذ بدء الصراع في اقليم دارفور بأن «قبائل عربية منفلتة»، هي التي ارتكبت المجازر التي وقعت في مجموعة من القرى غرب الاقليم المضطرب، وقالت ان الهجوم الذي وقع الأسبوع قبل الماضي، أسفر عن مقتل 33 شخصا، بينهم 3 نساء و4 اطفال وجرح 17 شخصا آخر بينهم امرأتان وطفلان.,EVENT
AAW_ARB_20070618.0025-1,قالت الشرطة الأفغانية إن مهاجما انتحاريا من حركة طالبان، فجر حافلة تابعة للشرطة في العاصمة كابول أمس، مما أسفر عن سقوط نحو 35 قتيلا في أحد أكثر الانفجارات دموية في كابل في الشهور الأخيرة، وسط أعمال عنف متزايدة في شتى أنحاء البلاد.,EVENT
AAW_ARB_20070107.0016-1,نجا قائد شرطة النجدة في بغداد، أمس، من محاولة اغتيال اثر تعرض موكبه لانفجار سيارة مفخخة أدى الى مقتل أحد المارة.,EVENT
AAW_ARB_20071222.0040-7,من جهته، أعلن الجيش الأميركي بالعراق أمس أن جنديا أميركيا قتل وأصيب 10 آخرون في هجوم انتحاري بمحافظة ديالى شمال شرقي بغداد.,EVENT
AAW_ARB_20070128.0039-14,وأوضح ان «عددا منهم اقتحموا غرفة التنسيق، حيث يوجد الضابط الاميركي، وبدا الهجوم باستخدام القنابل الصوتية داخل المبنى وإطلاق نار على الجنود الاميركيين، في حين قام الذين احاطوا بسيارة الهامر بقتل الجندي الاميركي بعد سماع اطلاق النار».,EVENT
AAW_ARB_20071030.0060-2,ولقي 41 شخصا حتفهم وأصيب 27 آخرون في هجمات متفرقة كان من ابرزها هجوم انتحاري بدراجة ملغومة استهدف قاعدة للشرطة في مدينة بعقوبة.,EVENT
AAW_ARB_20081125.0021-16,وقتل رؤوف بحسب المسؤولين الباكستانيين في ضربة جوية استهدفت المنطقة القبلية الباكستانية المحاذية لافغانستان، والتي يشتبه بايوائها عناصر من طالبان و«القاعدة».,EVENT
AAW_ARB_20080930.0037-15,وهذا الهجوم الذي بدأ قبل شهرين اوقع بحسب الجيش اكثر من الف قتيل بين المتمردين الإسلاميين.,EVENT
AAW_ARB_20071217.0023-17,من جهة ثانية، افادت مصادر متطابقة ان مجهولين خطفوا مصورا فرنسيا في بوساسو بشمال الصومال.,EVENT
AAW_ARB_20080212.0023-7,وصرح مسؤولون بان جنودا متمردين اطلقوا النار على رئيس تيمور الشرقية خوسيه راموس هورتا في منزله في ديلي امس في محاولة اغتيال يقول محللون انها قد تجدد أعمال العنف والفوضى السياسية في الدولة الصغيرة.,EVENT
AAW_ARB_20061204.0018-3,وقال الجيش الاميركي إن ضربة جوية أميركية أدت لتدمير منزلين آمنين للمقاتلين الاجانب غرب بغداد الليلة قبل الماضية وكان القتلى خمسة مسلحين وامرأتين وطفلا.,EVENT
AAW_ARB_20081010.0016-2,وكانت القوات الاميركية وجهت عدة ضربات جوية داخل الصومال، خلال الاشهر القليلة الماضية، مستهدفة مقاتلي (الشباب) الذين يقاتلون حكومة مؤقتة ضعيفة يدعمها الغرب والقوات الاثيوبية المتحالفة معها منذ بداية العام الماضي.,EVENT
AAW_ARB_20070206.0012-1,قتل 18 شخصا وأصيب عشرات آخرون بجروح في انفجار سيارتين مفخختين، يقود إحداهما انتحاري، في بغداد امس.,EVENT
AAW_ARB_20080731.0037-19,وقتل ما لا يقل عن 28 متطوعا في الجيش العراقي وجرح 55 شخصا اخرون منتصف يوليو (تموز) الحالي، في هجوم انتحاري مزدوج بحزامين ناسفين استهدفا مقرا للتطوع شرق بعقوبة، وفقا لمصادر امنية عراقية.,EVENT
AAW_ARB_20061122.0010-5,وقد نفذت عملية الاغتيال عند الثالثة والنصف من بعد ظهر امس قرب كنيسة مار انطونيوس في منطقة الجديدة حيث افادت المعلومات الاولية ان سيارة رانج روفر اعترضت موكب الجميل وترجل منها 3 مسلحين اطلقوا النار مباشرة باتجاه رأس الجميل الذي اصيب على الفور كما اصيب مرافقه سمير الشرتوني ففارقا الحياة لاحقاً، فيما فر القتلة بسيارتهم الى جهة مجهولة.,EVENT
AAW_ARB_20080319.0010-4,وكان شهود عيان قد ذكروا ان هجوما بالقذائف نفذ ضد مدرسة للبنات بالقرب من السفارة الاميركية في صنعاء، اسفر عن سقوط ضحايا.,EVENT
AAW_ARB_20070322.0018-14,من ناحية ثانية، اوضح مصدر طبي في مستشفى الزعفرانية (جنوب بغداد) ان «ثمانية اشخاص قتلوا على الاقل بينهم طفلان واصيب 18 اخرون بينهم عدد من النساء والاطفال في سقوط عدد من قذائف الهاون على منطقة سكنية في ناحية المدائن (25 كم جنوب بغداد)»، حسبما افادت به وكالة الصحافة الفرنسية.,EVENT
AAW_ARB_20081007.0031-14,الى ذلك قتلت قوات الامن الباكستانية ستة متشددين سلاميين في غارة شنتها ليلا شمال غربي البلاد، في الوقت الذي أطلق فيه متمردون آخرون صواريخ سقطت بالقرب من منزل رئيس حكومة المنطقة.,EVENT
AAW_ARB_20061202.0019-9,وفي بغداد ايضا، افاد مصدر امني ان «ثلاثة عراقيين قتلوا وأصيب 13 آخرون بانفجار سيارة مفخخة وسط سوق الاولى في حي الحسينية ضواحي بغداد الشرقية».,EVENT
AAW_ARB_20070425.0025-15,وكانت «كتائب عز الدين القسام»، الجناح العسكري لحركة حماس قد أطلقت عشرات الصواريخ فجر امس على البلدات المحيطة بقطاع غزة.,EVENT
AAW_ARB_20070909.0013-1,قتل 28 شخصاً وجرح نحو 60 آخرين في هجوم انتحاري استهدف ثكنة عسكرية في مدينة دلس الواقعة شرق العاصمة الجزائرية أمس، وذلك بعد ثلاثة أيام على هجوم دموي مماثل في مدينة باتنة.,EVENT
AAW_ARB_20070111.0059-10,من جانب اخر، ذكر مصدر في الشرطة العراقية أن عدة قذائف هاون سقطت على مبان سكنية فجر امس في ضاحية «مدينة الصدر» شرق بغداد ما ادى الى مقتل مدنيين اثنين وتدمير عدة منازل.,EVENT
AAW_ARB_20080205.0029-23,وقالت كتائب الاقصى في بيان «إن العملية مركبة من عمليتين، الأولى تمت عندما فجر استشهادي نفسه والثانية كانت اشتباكا مسلحا خاضته مجموعة من المقاومين من كتائب الأقصى وأبو علي مصطفى وسرايا المقاومة الموحدة، دون ان يقدم أي تفاصيل».,EVENT
AAW_ARB_20061114.0055-7,وكان 42 جنديا باكستانيا قد قتلوا في الثالث من الشهر الحالي في هجوم انتحاري على مركز تجنيد للجيش شمال غربي البلاد ردا على ما يبدو على حملة عسكرية على مدرسة دينية مجاورة اوقعت 80 قتيلا في 30 اكتوبر (تشرين الاول) الماضي.,EVENT
AAW_ARB_20080427.0008-1,من ناحية ثانية، استهدف انتحاري اجتماعا لقوات الصحوة في بغداد امس مما أسفر عن مقتل اثنين من قادة هذه القوات التي تحارب «القاعدة».,EVENT
AAW_ARB_20070218.0034-23,وتزامنت الاضطرابات في ايران مع هجوم انتحاري وقع في قاعة محكمة ادى الى مقتل 15 شخصا في الأقل امس على الجانب الآخر من الحدود في مدينة كويتا عاصمة ولاية بلوشستان الباكستانية.,EVENT
AAW_ARB_20080424.0033-10,من ناحية ثانية، اعلنت مصادر امنية مقتل شخصين على الاقل واصابة 18 اخرين بجروح في هجوم انتحاري بحزام ناسف وانفجار سيارتين مفخختين أمس في مدينة الموصل (370 كلم شمال بغداد).,EVENT
AAW_ARB_20071026.0012-101,إلا ان الجبهة الشعبية لتحرير فلسطين رفضت الانصياع لاتفاق وقف إطلاق النار واحتجزت 68 رهينة من الأجانب في فندقين في عمان وهددت بنسف المباني إذا لم تصدر قرارات عزل ضباط بارزين في الجيش الأردني، من ضمنهم الشريف زيد بن شاكر، والشريف ناصر بن جميل، وتسريح وحدة المظلات التابعة للقوات الخاصة الأردنية.,EVENT
AAW_ARB_20070427.0012-1,قال مصدر امني عراقي إن رأسا مقطوعا انفجر أمس لدى مرور دورية تقدم عناصرها لرفعه من مكانه في مدينة الحويجة شمال العراق، من دون ان يسفر ذلك عن اصابات.,EVENT
AAW_ARB_20080618.0050-5,إسرائيل تغتال 5 من جيش الإسلام في غزة  * لندن ـ «الشرق الأوسط»: اغتال الطيران الاسرائيلي، بعد ظهر امس خمسة فلسطينيين، في خان يونس جنوب قطاع غزة أربعة منهم من تنظيم «جيش الإسلام»، والخامس من المارة.,EVENT
AAW_ARB_20080927.0014-27,واعلن المكتب البحري الدولي ان 55 سفينة على الاقل تعرضت للهجوم في خليج عدن والمحيط الهندي منذ يناير 2008 في عمليات نفذها قراصنة صوماليون.,EVENT
AAW_ARB_20070420.0012-1,فيما قتل 12 شخصا واصيب 28 بجروح في هجوم انتحاري بسيارة مفخخة استهدفت مقصفا يقصده طلاب جامعة بغداد في منطقة الجادرية (وسط) ظهر امس، أمر رئيس الوزراء العراقي، القائد العام للقوات المسلحة، باعتقال ضابط كبير مسؤول عن الأمن في منطقة الصدرية في بغداد، التي شهدت اول من امس اسوأ تفجير منذ الغزو اوقع نحو مائتي قتيل.,EVENT
AAW_ARB_20061118.0023-6,وأضاف المسؤول أن المسلحين خطفوا ما مجموعه 14 شخصا، إلا ان الشركة التي يعمل لحسابها الحراس الخمسة ذكرت من مقرها في الكويت انه تم الإفراج فيما بعد عن تسعة من سائقي الشاحنات.,EVENT
AAW_ARB_20080221.0023-4,وفي تلعفر، اكد اللواء نجم الجبوري قائمقام البلدة (60 كلم شمال غربي الموصل) ان امراة قتلت وأصيب ثمانية اشخاص بجروح في هجوم انتحاري بسيارة مفخخة في حي المثنى وسط تلعفر.,EVENT
AAW_ARB_20080909.0019-14,وهي المرة الرابعة في اقل من اسبوع التي تقوم فيها طائرات بدون طيار، لا تملكها الا القوات الاميركية المنتشرة في افغانستان المجاورة، باطلاق صواريخ على المناطق القبلية الباكستانية.,EVENT
AAW_ARB_20071217.0026-13,وأعلن المتحدث باسم وزارة الداخلية الافغانية زماراي بشاري لوكالة الصحافة الفرنسية، أن «سيارة مفخخة انفجرت بالقرب من مقر حاكم كابل».,EVENT
AAW_ARB_20071228.0012-57,كما تأتي هجمات الامس الانتحارية في رواالبندي، بعد مضي أقلّ من أسبوعين على إلغاء حالة الطوارئ، تحت ضغط داخلي ودولي، من قبل الرئيس الباكستاني مشرف، الذي اعتبرها، عند إعلانها، ضرورية لحماية بلاده من هجمات الإرهابيين.,EVENT
AAW_ARB_20080716.0009-30,وقال مصدر في وزارة الدفاع ان «28 شخصا على الاقل قتلوا وأصيب نحو 55 آخرين بجروح، جميعهم من المتطوعين للجيش العراقي جراء هجوم انتحاري مزدوج بحزامين ناسفين».,EVENT
AAW_ARB_20070204.0031-6,وقال الميجر جنرال شوكت سلطان المتحدث باسم الجيش: «صدم مهاجم ينفذ هجوما انتحاريا سيارته بالقافلة ودمر سيارة واحدة وقتل جنديين».,EVENT
AAW_ARB_20080312.0018-9,كما أعلن مصدر أمني عراقي مقتل ثمانية من قوات الأمن ومجالس الصحوة التي تحارب شبكة «القاعدة» وإصابة 13 آخرين بجروح في هجوم انتحاري بسيارة مفخخة استهدف أمس حاجزا مشتركا في بلدة الضلوعية، شمال بغداد.,EVENT
AAW_ARB_20081205.0035-6,من ناحية ثانية، اعلن الجيش الاميركي مقتل اثنين من جنوده واصابة تسعة عراقيين بجروح في هجوم انتحاري بواسطة سيارة مفخخة بعد ظهر أمس في الموصل.,EVENT
AAW_ARB_20070819.0023-18,وقالت الشرطة في ولاية قندهار الجنوبية، ان مسلحين خطفوا أربعة مهندسين في الولاية في وقت سابق من يوم أمس.,EVENT
AAW_ARB_20081129.0030-12,وتعرضت الحسينية ذاتها، في يوليو (تموز) 2005 الى هجوم انتحاري بشاحنة وقود مفخخة، اسفر عن مقتل 71 شخصا واصابة اكثر من 150 اخرين بجروح.,EVENT
AAW_ARB_20080208.0042-5,وفي بلدة «بيت حانون شمال غزة، اطلقت القوات الاسرائيلية المتمركزة شرق القطاع صاروخ ارض ـ ارض على المدرسة الزراعية شرق البلدة فقتلت المدرس هاني شعبان نعيم 40 عاما، وإصابة ثلاثة طلاب بجراح.,EVENT
AAW_ARB_20070703.0043-1,قتل وجرح سبعة عشر سائحا اسبانيا في هجوم انتحاري في معبد بلقيس بمأرب شرق اليمن امس.,EVENT
AAW_ARB_20070119.0012-5,كما قتل اربعة اشخاص، بينهم عنصران من الشرطة، واصيب ما لا يقل عن 15 اخرين، في انفجار سيارة مفخخة كانت متوقفة امام سينما السندباد في شارع السعدون وسط بغداد، وفقا للمصادر.,EVENT
AAW_ARB_20081117.0046-3,وقال الرائد حسن الكروي من الشرطة ان «هجوماً انتحارياً بسيارة مفخخة استهدف نقطة تفتيش للشرطة، وادى الى مقتل 15 شخصا؛ بينهم سبعة من الشرطة واصابة عشرين آخرين بجروح»، حسبما افادت به وكالة الصحافة الفرنسية.,EVENT
AAW_ARB_20071121.0051-8,يذكر ان امس شهد سلسلة عمليات فلسطينية مكثفة، حيث أطلقت 5 صواريخ «قسام»، سقط أحدها في منطقة مفتوحة في مدينة عسقلان، و18 قذيفة مدفعية.,EVENT
AAW_ARB_20080110.0023-9,كما هاجم مفجرون انتحاريون سياسيين بينهم زعيمة المعارضة بي نظير بوتو التي اغتيلت في هجوم بالأسلحة والقنابل يوم 27 ديسمبر الماضي.,EVENT
AAW_ARB_20080102.0012-3,وأضافت ان عملية التفجير أسفرت عن مقتل 30 شخصا وأن 38 شخصا آخرين أصيبوا بجراح، حسبما أفادت وكالة رويترز.,EVENT
AAW_ARB_20080914.0044-2,فيما أكد وزير الزراعة في الحكومة المقالة ان تل ابيب تفرض حصاراً بحرياً على القطاع وتنكل بالصياديين الفلسطينيين، داعيا الدول العربية والجوار للإبحار إلى شواطئ غزة لكسر الحصار.,EVENT
AAW_ARB_20070704.0029-1,كابل ـ روما ـ ا.ف.ب: قال متحدث باسم التحالف الدولي في افغانستان ان عملية انتحارية بسيارة مفخخة استهدفت امس قافلة لقوات التحالف بقيادة اميركية قرب كابل من دون ان تسفر عن سقوط ضحايا.,EVENT
AAW_ARB_20070417.0014-6,وفي الإسحاقي (100 كم شمال بغداد)، أعلنت الشرطة «مقتل ثلاثة أشخاص وإصابة ستة آخرين بجروح في انفجار سيارة مفخخة» بعد ظهر الاثنين عند مدخل مركز الشرطة.,EVENT
AAW_ARB_20070105.0014-6,وقال اللواء عبد الكريم خلف، مدير مركز القيادة الوطنية في وزارة الداخلية، في مؤتمر صحافي أمس: «مديريات عموم العراق خلال الاسبوع الماضي قتلت 47 ارهابياً، وضبطت كميات كبيرة من الاسلحة والمتفجرات».,EVENT
AAW_ARB_20080401.0029-21,من ناحية ثانية، قالت الشرطة العراقية ان المنطقة الخضراء المحصنة في بغداد التي تحوي مقار الحكومة والسفارة الاميركية، تعرضت لهجوم بقذائف المورتر.,EVENT
AAW_ARB_20080114.0045-5,وأعلن الجيش الامريكي في وقت لاحق أن قواته قتلت مسلحا خلال عمليات في العاصمة.,EVENT
