source_id,text,gold
maven-valid-5207,In the men's division a round robin tournament was played with each team playing the other once in order to rank the sides.,EVENT
maven-valid-3821,"The action of November 1811 was the result of the British interception of a French military convoy traveling from Corfu to Trieste with a consignment of cannon, and resulted in a British victory, only one French ship escaping capture by the British force.",EVENT
maven-valid-6192,Hybrid Theory World Tour was the first concert tour by American nu metal band Linkin Park.,EVENT
maven-valid-1117,The hurricane accelerated to the north and absorbed a dissipating Karen on September 3.,EVENT
maven-valid-6173,"Tanzania were also banned from international football by FIFA, the world football governing body.",EVENT
maven-valid-2989,These unresolved issues led directly to a second civil war in Libya.,EVENT
maven-valid-5149,"Headed by Major Allan Wilson, the patrol was attacked just north of the Shangani River in Matabeleland, Rhodesia.",EVENT
maven-valid-5236,Three civilians were killed and 185 people were injured.,EVENT
maven-valid-8035,The 2014 SAFF Women's Championship was an association football tournament for women's national teams organised by the South Asian Football Federation (SAFF).,EVENT
maven-valid-3945,The inquest found that the accident was due to metal fatigue of two bolts in the elevator system.,EVENT
maven-valid-5368,"Eight passengers died at the scene and seventeen were injured seriously, one of whom died later in hospital.",EVENT
maven-valid-1571,"The Central Bureau of Investigation, the main Indian investigative agency, believes that the violence was organised with support from the Delhi police and some central-government officials.",EVENT
maven-valid-289,"Slowly organizing, the system was recognized as a tropical cyclone after gaining tropical characteristics on 30 January, christened with the name Winifred the same day.",EVENT
maven-valid-340,"Kenyan runners dominated the competition, taking all four individual titles and all four team titles at the competition.",EVENT
maven-valid-7949,The match took place on 13 August 2014 at Signal Iduna Park in Dortmund.,EVENT
maven-valid-3057,"The Alexisonfire Farewell Tour was a concert tour by Canadian post-hardcore band Alexisonfire, taking place in December 2012.",EVENT
maven-valid-6629,"It executed a small loop, and while doing so intensified into Tropical Storm Mitch.",EVENT
maven-valid-606,"There are conflicting reports about the number killed in the attack, since part of the mall collapsed due to a fire that started during the siege.",EVENT
maven-valid-2743,"Founded and run by the Lebanese-born entrepreneur Charles Khabouth, INK currently owns and operates Toronto's Product nightclub, Dragonfly nightclub (on Niagara Fallsview Casino Resort grounds), Cube nightclub and La Société restaurant.",EVENT
maven-valid-6767,Cyclone Hudah was a powerful and destructive tropical cyclone that affected Southeast Africa in April 2000.,EVENT
maven-valid-5137,"The adjacent apartments were used as the athlete's quarters and was converted into a ""BLISS"" housing project of First Lady Imelda Marcos.",EVENT
maven-valid-6880,"The 2010 Bratislava shooting, or Devínska Nová Ves shooting, occurred on 30 August 2010, when seven people were killed and at least 17 were injured by a lone gunman who opened fire in Devínska Nová Ves district in a suburb of the Slovak capital, Bratislava.",EVENT
maven-valid-6185,The 2006–07 Australian bushfire season was one of the most extensive bushfire seasons in Australia's history.,EVENT
maven-valid-1416,"After the premiere show in Moscow, ""Photographer of Dreams"" rolled off the cities of Russia and Ukraine, visited Germany, the US and Israel.",EVENT
maven-valid-6408,"It was also the first tour to feature Springsteen's future wife, Patti Scialfa.",EVENT
maven-valid-6320,"Turning to the south, intensification began in earnest and the system acquired hurricane-force winds within 48 hours of being named.",EVENT
maven-valid-7954,"It is frequently listed as the third deadliest earthquake in history, following on from the Shensi and Tangshan earthquakes in China.",EVENT
maven-valid-2851,"This battle saw the first use of the newly invented self-propelled torpedo which, at the time, had just entered limited service with the Royal Navy.",EVENT
maven-valid-3055,"In the following days, both Touré and coup leader Amadou Sanogo formally resigned; however, as of 16 May, the junta was still ""widely thought to have maintained overall control"".",EVENT
maven-valid-5223,"It followed the capture in August 1704 of the fortified town of Gibraltar, at the southern tip of Spain, by an Anglo–Dutch naval force led by Sir George Rooke and Prince George of Hesse-Darmstadt.",EVENT
maven-valid-2955,"After three years of standstill and a more severe incident in which a French ship carrying an ambassador to the dey with a proposal for negotiations was bombarded, the French determined that more forceful action was required.",EVENT
maven-valid-2637,"Popular recurring events include public access to selected buildings similar to Doors Open Days; vintage transport, including visits to the historic Ballarat railway station by Steamrail Victoria locomotives (Y112), vintage bus rides, double decker buses, vintage car displays, horse and cart and use of Ballarat's preserved vintage tramway at the Ballarat Botanical Gardens; actors in period garb; architecture and history walking tours; and exhibits of private and public paraphernalia collections; theatrical performance; and trade displays for heritage organisations.",EVENT
maven-valid-4095,"Polish Crown forces under Stefan Czarniecki besieged the town of Stavyshche (Stawiszcze), which at that time belonged to Polish-Lithuanian Commonwealth’s Kiev Voivodeship.",EVENT
maven-valid-4822,It ran in parallel with the 2015–17 ICC World Cricket League Championship but with slightly different teams.,EVENT
maven-valid-2587,The conflicts were triggered by the constant Dacian threat on the Danubian province of Moesia and also by the increasing need for resources of the economy of the Empire.,EVENT
maven-valid-5063,The Battle of Harlaw () was a Scottish clan battle fought on 24 July 1411 just north of Inverurie in Aberdeenshire.,EVENT
maven-valid-3512,"The Upper Canada Rebellion was largely defeated shortly after it began, although resistance lingered until 1838 (and became more violent) - mainly through the support of the Hunters' Lodges, a secret anti-British, US-based militia that emerged around the Great Lakes, and launched the Patriot War in 1838-39.",EVENT
maven-valid-3251,"Although heavy waves were able to reach the Mexican coastline, no damages or casualties were reported in relation to the hurricane.",EVENT
maven-valid-7217,"10 military personnel, including 2 Air Force officers, were killed in the attack and 22 were wounded.",EVENT
maven-valid-646,"In consequence of the heavy losses the British force had suffered, reinforcements were hastily rushed to the area and became individual targets for the larger French squadron blockading the British base at Île Bourbon.",EVENT
maven-valid-4306,These ships were soon joined by French Navy frigates and began to inflict losses on shipping in the region.,EVENT
maven-valid-2707,Eight professional wrestling matches were scheduled on the event's card and one pre-show match was streamed on YouTube.,EVENT
maven-valid-5873,"The second leg was marred by violence, and resulted in George Best and José Hugo Medina being sent off as a result of a large scuffle towards the end of the match.",EVENT
maven-valid-581,The final report concluded that the cause of the crash was due to engine failure on take-off.,EVENT
maven-valid-6224,Sweden won the tournament.,EVENT
maven-valid-7789,Several French and British military ships were damaged out at sea.,EVENT
maven-valid-6120,"The tour came to an end on 14 December 2005 in Zürich, Switzerland.",EVENT
maven-valid-3469,"(For background information on Syria's involvement in Lebanese politics, see the articles Syrian occupation of Lebanon and the Lebanese Civil War.)",EVENT
maven-valid-7035,Caroline was upgraded to a tropical storm on August 29 in the central Gulf of Mexico before rapid intensification began.,EVENT
maven-valid-5494,"The Republic resisted this incursion; but, left without allies and betrayed by many of the mercenaries in her employ, Florence was unable to keep fighting indefinitely.",EVENT
maven-valid-4171,This gave him a five shot lead over Bob Kirk.,EVENT
maven-valid-5889,"Jack was deported to the island of Saint Lucia after the rebellion following a clemency plea by Sir John Gladstone, the owner of ""Success"" plantation.",EVENT
maven-valid-4331,"An estimated 500,000 people evacuated coastal areas accordingly.",EVENT
maven-valid-4475,"The nonviolent revolution led to the departure of Ferdinand Marcos, the end of his 21-year presidential rule, and the restoration of democracy in the Philippines.",EVENT
maven-valid-6610,"Taylor's forces, the National Patriotic Front of Liberia (NPFL) battled against Prince Johnson's rebel group, the Independent National Patriotic Front of Liberia (INPFL) – a faction of NPFL – for control in Monrovia.",EVENT
maven-valid-7367,"Betsy's strong storm surge inundated large portions of the Florida Keys, flooding streets and causing widespread damage.",EVENT
maven-valid-4527,"Another committee in the House of Representatives decided to investigate the exposé, while other house members spearheaded a move to impeach the president.",EVENT
maven-valid-1007,"High speed was not a factor in the accident, however, since neither train was moving faster than , a moderate speed for a passenger train.",EVENT
maven-valid-6086,"The album marked Abreu's first studio album in three years, following her fourth album ""Rush"".",EVENT
maven-valid-7255,"The storm continued inland, passing directly over Ciudad Obregón before dissipating south-southeast of Sierra Vista, Arizona.",EVENT
maven-valid-7701,Danylo Nechay was killed in battle.,EVENT
maven-valid-4303,"The Sunda Strait campaign of January 1794 was a series of manoeuvres and naval actions fought between warships and privateers of the French Republic and a squadron of vessels sent by the British East India Company to protect trade in the region, later augmented by Dutch warships.",EVENT
maven-valid-4898,"Bayern then beat Basel, Marseille and Real Madrid to reach the final, while Chelsea knocked out Napoli, Benfica and defending champions Barcelona.",EVENT
maven-valid-1629,"Teams representing 36 countries participated in several levels of competition, while three other teams competed in an exhibition tournament to gain experience before joining on an official basis in the 1998 competition.",EVENT
maven-valid-1793,The Open Championship was created to determine his successor.,EVENT
maven-valid-4273,"In the northern city of Kirkuk a car parked in the parking lot of a local security office exploded, killing 13 and leaving almost 60 wounded.",EVENT
maven-valid-1760,Band members Billy Gibbons and Dusty Hill wore rhinestone suits designed by Nudie Cohn.,EVENT
maven-valid-5719,"This season featured only one weight class, lightweights (146–155 lb) and the fighters were divided into two teams; one coached by former UFC Lightweight Champion Jens Pulver and the other by former UFC Welterweight Champion and former lightweight champion B.J.",EVENT
maven-valid-7808,"Being the leading producer of vegetables in Ontario, the Norfolk County Fair helps to demonstrate the best of Norfolk County's produce to the rest of the province.",EVENT
maven-valid-5604,"Half of the rear guard were trapped against the river and forced to surrender, others were cut down by Imperial French sabers.",EVENT
maven-valid-4590,"The riots were orchestrated by the Tactical Mobilisation Group, the special operations unit of the Turkish Army set up as Operation Gladio's Turkish branch; the Counter-Guerrilla (another Operation Gladio-related organisation), and the National Security Service, the precursor of today's National Intelligence Organisation.",EVENT
maven-valid-2775,"In the Saar Offensive in September, the French attacked Germany with the intention of assisting Poland, but it fizzled out within days and they withdrew.",EVENT
maven-valid-6770,"Moving westward as the result of a strong subtropical ridge to its south, the storm quickly intensified, and reached Category 2 cyclone intensity on March 25 before entering the Southwest Indian cyclone basin.",EVENT
maven-valid-750,Operation Deny Flight was a North Atlantic Treaty Organization (NATO) operation that began on 12 April 1993 as the enforcement of a United Nations (UN) no-fly zone over Bosnia and Herzegovina.,EVENT
maven-valid-3995,"In 1810, after being discovered, Querétaro conspirators chose to take up arms on September 16 in the company of peasants and indigenous inhabitants of Dolores (Guanajuato).",EVENT
maven-valid-4290,Another landfall occurred in Cuba early the next day to the south of Güines.,EVENT
maven-valid-4458,"Furthermore, the policy of the new government towards the war effort was one of fulfilling obligations towards Russia's allies, as opposed to fighting for the sake of total victory, thus giving soldiers a less credible motivation to fight.",EVENT
maven-valid-2522,"FunnyFest produces approximately 125 comedy events, seminars, talent development opportunities and workshops per annum.",EVENT
maven-valid-6795,"The crossings had been contested before: in 1678 during the French-Dutch war, in 1703 during the War of the Spanish Succession, in 1733 during the War of the Polish Succession, and earlier in Battle of Kehl, when the French crossed into the German states on 23–24 June.",EVENT
maven-valid-5155,"However, the Shangani had risen significantly in flood, and Forbes was himself involved in a skirmish near the southern bank; Wilson and his men therefore remained isolated to the north.",EVENT
maven-valid-6642,"Mitch accelerated to the northeast ahead of a cold front, moving across the Yucatán Peninsula before striking southwestern Florida on November 5.",EVENT
maven-valid-5425,"Rammasun had destructive impacts across the Philippines, South China, and Vietnam in July 2014.",EVENT
maven-valid-4799,"Sun Huashan, deputy head of the State Administration of Work Safety, said that it was ""the most serious accident to hit China's steel industry since 1949.""",EVENT
maven-valid-625,Investigators found that the forged documents used by the perpetrators of the attack were facilitated by a man with ties to Hezbollah.,EVENT
maven-valid-3757,"At that point, the Edinburgh and Glasgow Railway passes through a cutting on a curve.",EVENT
maven-valid-61,Notes: The 81' Jam was only held in Houston that year because of the intense Summer heat in Tx.,EVENT
maven-valid-2067,"Marked, albeit localized, damage to banana crops was also reported in Jamaica, where strong winds toppled numerous trees.",EVENT
maven-valid-1082,The actions of Johnson & Johnson to reduce deaths and warn the public of poisoning risks have been widely praised as an exemplary public relations response to such a crisis.,EVENT
maven-valid-50,"TKO was managed by the same management as Heart at the time, which is the reason for their appearance on the bill.",EVENT
maven-valid-4451,It took place in July 1917.,EVENT
maven-valid-6993,"In 1651, Oliver Cromwell captured the castle during his invasion of Scotland.",EVENT
maven-valid-5439,Moderate to heavy rainfall was predicted through most of the country.,EVENT
maven-valid-3418,"While some Spanish Americans believed that independence was necessary, most who initially supported the creation of the new governments saw them as a means to preserve the region's autonomy from the French.",EVENT
maven-valid-7660,"India Is is a series of photography and video challenges organized by the Public Diplomacy Division (PDD) of the Ministry of External Affairs (MEA), Government of India.",EVENT
maven-valid-5133,"Philippines is the sixth nation to host the Southeast Asian Games after Thailand, Burma, Malaysia, Singapore and Indonesia.",EVENT
maven-valid-964,The austerity measures were designed in part by Ceaușescu to repay foreign debts.,EVENT
maven-valid-353,"The First Javanese War of Succession was a struggle between Sultan Amangkurat III of Mataram and the Dutch East India Company who supported the claim of the Sultan's uncle, Pangeran Puger to the throne.",EVENT
maven-valid-4998,Kiram III stated that their objective was to assert the unresolved territorial claim of the Philippines to eastern Sabah (the former North Borneo).,EVENT
maven-valid-2155,"The Island of Hawai'i was divided into several districts, Moloka'i, Lana'i, and Kaho'olawe were united under Maui, O'ahu was independent, and Kauai ruled Ni'ihau.",EVENT
maven-valid-4814,"The Syrian government has denied that the bombardment is indiscriminate and blamed ""armed groups"" for the civilian deaths, including the deaths of foreign journalists.",EVENT
maven-valid-969,"They were convicted on all charges, sentenced to death, and immediately executed on Christmas Day 1989, and to this day, are the last people to be condemned to death and executed in Romania.",EVENT
maven-valid-1607,"In 2012, Argentina's Pumas joined this competition, which was rebranded as The Rugby Championship.",EVENT
maven-valid-618,"In February 2013, Tsvetan Tsvetanov, the Bulgarian Interior Minister, said there was ""well-grounded"" evidence that Hezbollah was behind the attack.",EVENT
maven-valid-5315,"Acting quickly before all ALP parliamentarians became aware of the change of government, Fraser and his allies were able to secure passage of the appropriation bills, and Kerr dissolved Parliament for a double dissolution election.",EVENT
maven-valid-3431,A more direct cause of the Spanish American wars of independence were the unique developments occurring within the Kingdom of Spain and its monarchy during this era.,EVENT
maven-valid-2735,"This tour included the song ""Jump"" in the set list.",EVENT
maven-valid-1920,"Whether he died in battle, or as a result of wounds suffered in battle is unclear.",EVENT
maven-valid-3901,"That day a hurricane hunters flight reported a gust of , which was the highest recorded at the time.",EVENT
maven-valid-2571,"The Ottomans attempted to intervene against the Portuguese presence, and four Ottoman ships bombarded the city in 1546.",EVENT
maven-valid-1944,Tickets were sold up until the point the event was canceled.,EVENT
maven-valid-7284,"In mid-January, right-wing activists were admitted to membership in a coalition government.",EVENT
maven-valid-3997,"After 1810 the independence movement went through several stages, as leaders were imprisoned or executed by forces loyal to Spain.",EVENT
maven-valid-6290,"Following the disaster, Walker abandoned the expedition's objectives and returned to England.",EVENT
maven-valid-390,"On August 21, 2011, an informal ceasefire was called by Israel and Hamas after days of escalating violence in which fifteen Palestinians were killed and many were wounded.",EVENT
maven-valid-5031,The festival takes place over six days and nights from 27 December to 1 January each year.,EVENT
maven-valid-2622,"First publicly disclosed by Google on January 12, 2010, in a blog post, the attacks began in mid-2009 and continued through December 2009.",EVENT
maven-valid-7481,It was widely believed that the ouster of Ningkan was a result of interference by the Malaysian federal government due to him being a strong advocate of greater state autonomy.,EVENT
maven-valid-3075,"After a short hand-to-hand fight (the Polish unit had only two pieces of firearms and was mostly equipped with sabres, war scythes and improvised weapons), the Russian commander was killed and his unit dispersed.",EVENT
maven-valid-7975,"Throughout its existence, the festival featured iconic rock acts such as Megadeth, Machine Head, Iron Maiden, Biffy Clyro, and Metallica.",EVENT
maven-valid-5015,Lidia dissipated near Austin on September 14 and was later absorbed by a cold front.,EVENT
maven-valid-7113,"It was the 134th edition of the US Open, the fourth and final Grand Slam event of the year.",EVENT
maven-valid-7075,"Devil Anse Hatfield was a suspect at first, but was later confirmed to have been sick at home at the time of the murder.",EVENT
maven-valid-1097,The Chelyabinsk meteor is also the only meteor confirmed to have resulted in a large number of injuries.,EVENT
maven-valid-1512,"Fought by the Parliamentarians, commanded by Sydnam Poyntz, and the Royalists under the personal command of King Charles I, it was a significant defeat for the Royalists, with heavy losses and Charles prevented from relieving the Siege of Chester.",EVENT
maven-valid-1751,"Five trainees, two instructors and a passer-by were killed.",EVENT
maven-valid-737,The promise to end Russia's participation in the First World War was honored promptly with the Bolshevik leaders signing the Treaty of Brest-Litovsk with Germany in March 1918.,EVENT
maven-valid-5802,Several British officers were court-martialed and expelled from the Navy for their poor performance against the enemy.,EVENT
maven-valid-4820,"The 2015–17 ICC Intercontinental Cup was the seventh edition of the ICC Intercontinental Cup, an international first-class cricket tournament between leading associate members of the International Cricket Council (ICC).",EVENT
maven-valid-3603,"Responsibility for the miscommunication has remained controversial, as the order was vague and Louis Edward Nolan delivered the written orders with some verbal interpretation, then died in the first minute of the assault.",EVENT
maven-valid-714,Athens further consolidated their position by making Aegina a member of the Delian League and by ravaging the Peloponnese.,EVENT
maven-valid-4861,"The Battle of Radom, also known as the Battle of Iłża, was part of the Invasion of Poland during the Second World War.",EVENT
maven-valid-1887,The British government declared martial law in much of southern Ireland.,EVENT
maven-valid-2831,"The Lithuanians, not knowing the membership of the PMO, arrested numerous Polish activists and destabilized the PMO network enough to prevent the coup attempt.",EVENT
maven-valid-7657,"The final medal tally was led by host Thailand, followed by Indonesia and Malaysia.",EVENT
maven-valid-7863,It was the 35th running of the annual mass-participation marathon race and the third World Marathon Major of the year.,EVENT
maven-valid-4622,Delays in restoring power led to the resignation of the chief operating officer of Connecticut Light & Power amid widespread criticism of the company's mishandling of both the nor'easter and Irene.,EVENT
maven-valid-1411,"In the form of decorations on the stage, there were three huge screens, framed by intricate attributes, thereby giving the camera view.",EVENT
maven-valid-7300,"Tehrik-i-Taliban Pakistan and al-Qaeda claimed responsibility, saying they helped al-Balawi with the attack.",EVENT
maven-valid-2924,"The Battle of the Atlantic pitted U-boats and other warships of the ""Kriegsmarine"" (Navy) and aircraft of the ""Luftwaffe"" (Air Force) against the Royal Canadian Navy, Royal Navy, United States Navy, and Allied merchant shipping.",EVENT
maven-valid-7498,"Of the total of 2,700 km², 1,500 km² (370,000 acres) were burnt forests in Southern Greece alone.",EVENT
maven-valid-2692,66 victims required hospitalization with the remainder treated and released at the scene.,EVENT
maven-valid-7363,"For the island chain, Betsy was considered the worst hurricane since a tropical cyclone impacted the region in 1929.",EVENT
maven-valid-2626,Official Chinese sources claimed this was part of a strategy developed by the U.S. government.,EVENT
maven-valid-1984,"These efforts were not particularly well received because in the 1980 presidential election, PATCO refused to back President Jimmy Carter, instead endorsing Republican Party candidate Ronald Reagan.",EVENT
maven-valid-4505,"The deported farmers received financial help from the Polish government and took over homes and farms left behind by the Germans, in some cases experiencing an improvement in their living conditions as a result of the increased size of the newly acquired properties, their brick construction, and the provision of running water.",EVENT
maven-valid-4641,"Numerous Australian Army and State Emergency Service (SES) personnel were involved in cleanup and recovery efforts after the cyclone's passage, while power and water service was restored to those cut off during the storm.",EVENT
maven-valid-4857,Audiences at Stage 5 can usually expect to hear typical acoustic string instruments.,EVENT
maven-valid-813,"The following day, Alan reached its estimated peak intensity with 10-minute maximum sustained wind speeds of , posing several forecasting challenges due to difficulties in establishing its location and intensity.",EVENT
maven-valid-4649,Operation Rösselsprung (Knight's move) was a combined airborne and ground assault by the German XV Mountain Corps and their allies on the Supreme Headquarters of the Yugoslav Partisans located in the Bosnian town of Drvar in the Independent State of Croatia during World War II.,EVENT
maven-valid-6441,"The Abkhazian Revolution took place in 2014, when President Aleksandr Ankvab resigned after hundreds of demonstrators stormed his office.",EVENT
maven-valid-657,"Bruce's men proceeded to kill those loyal to the Comyns, destroying their homes, farms, crops and slaughtering their cattle.",EVENT
maven-valid-3915,"In the Straits of Florida, Inez capsized a boat of Cuban refugees, killing 45 people.",EVENT
maven-valid-1810,"In late June 2008, the parties agreed to divide the 26 nominated seats in the Constituent Assembly between nine parties: the CPN (M) was to receive nine of these seats, while the Nepali Congress (NC) and the Communist Party of Nepal (Unified Marxist-Leninist) (CPN (UML)) (which respectively placed second and third in the election) would each receive five, the Madhesi Janadhikar Forum would receive two, and the Sadbhavana Party, the Nepal Workers and Peasants Party, Janamorcha Nepal, and the Communist Party of Nepal (Marxist-Leninist) would each receive one nominated seat.",EVENT
maven-valid-5273,Within both Niue and the Southern Cook Islands only minor damage to crops and structures was reported.,EVENT
maven-valid-6799,"On 18 September 1796, the Austrians temporarily acquired control of the ""tête-du-ponts"" (bridgeheads) joining Kehl and Strasbourg until a strong French counter-attack forced them to retreat, leaving the French in control of the bridges but the Austrians in control of the territory surrounding them.",EVENT
maven-valid-5163,"The roots of the Arab–Israeli conflict are attributed to the rise of Zionism and Arab nationalism towards the end of the 19th century, though the two national movements had not clashed until the 1920s.",EVENT
maven-valid-2808,"The summits were not meant to be linked formally with wider international institutions; and in fact, a mild rebellion against the stiff formality of other international meetings was a part of the genesis of cooperation between France's President Giscard d'Estaing and Germany's Chancellor Helmut Schmidt as they conceived the initial summit of the Group of Six (G6) in 1975.",EVENT
maven-valid-3916,"In the northern Gulf of Mexico, a helicopter crashed after carrying evacuees from an oil rig, killing 11 people.",EVENT
maven-valid-495,It is the largest state fair in the United States by average daily attendance.,EVENT
maven-valid-2812,"Due to the remote location of the mainshock and a series of strong aftershocks, damage to man made structures was limited to a few cabins close to the areas of the highest intensity.",EVENT
maven-valid-6656,"The protests have been marked with a strong cultural flavour: students have been singing, dancing and arranging diverse cultural manifestations throughout the days while the protests ensue.",EVENT
maven-valid-3021,"The proximate cause of the war was the Glorious Revolution of 1688, in which James, a Catholic, was overthrown as king of the Three Kingdoms of England, Ireland and Scotland and replaced by his Protestant daughter Mary and nephew and son-in-law William, ruling as joint monarchs.",EVENT
maven-valid-6493,The battle line stretched over 62 miles (100 km).,EVENT
maven-valid-2497,"The Cult of the Lord Holy Christ of the Miracles (), popularly known as ""Senhor Santo Cristo"" or ""Santo Cristo dos Milagres"" is a religious veneration associated with an image of Jesus Christ, depicted in the events of the New Testament (presented in Luke 23:1-25).",EVENT
maven-valid-1964,The attacks also lent credence to the belief that more Ho-Chunk were set to join Black Hawk's war against white settlers in Illinois and Michigan Territory.,EVENT
maven-valid-4765,"The festival explores the connections between classical music, folk music and world music from the Middle Ages until the early 19th century.",EVENT
maven-valid-7316,"In addition, a storm surge was reported.",EVENT
maven-valid-7639,The Battle of Cesenatico was a minor battle in the Neapolitan War that took place on 23 April 1815 in the town of Cesenatico on Adriatic coast.,EVENT
maven-valid-6242,The Italians had some early successes.,EVENT
maven-valid-1071,"While there has been ongoing controversy over the health effects of the disaster, a 2014 report by the United Nations Scientific Committee on the Effects of Atomic Radiation (UNSCEAR) and World Health Organization projected no increase in miscarriages, stillbirths or physical and mental disorders in babies born after the accident.",EVENT
maven-valid-886,In November 2007 the sponsored title was abolished after nine years and the Reading Festival reclaimed its original name.,EVENT
maven-valid-303,"Meanwhile, the Commonwealth of Australia initiated a three-year, $150 million program to provide relief to damaged areas.",EVENT
maven-valid-2314,"Aristide was forced into exile, being flown directly out of Haiti to the Central African Republic, eventually settling in South Africa.",EVENT
maven-valid-7929,"On the undercard, Sean Waltman fought Raven in a No Disqualification match with the stipulation that if Raven lost, he would be fired from TNA.",EVENT
maven-valid-537,"Graham's family filed a lawsuit against the city of New York, and the lawsuit was settled for $3.9 million in 2015.",EVENT
maven-valid-5322,"For this edition of the Games, four designated hubs will serve as hosts namely Manila, Clark, Subic, and a fourth cluster consisting of venues not grouped with the first three hubs.",EVENT
maven-valid-2043,"On its first and only day in session, the Constituent Assembly came into conflict with the Soviets, and it rejected Soviet decrees on peace and land, resulting in the Constituent Assembly being dissolved the next day by order of the Congress of Soviets.",EVENT
maven-valid-4760,The course was altered in 2011 to allow for faster times by cutting out a number of hilly sections near Osaka Castle.,EVENT
maven-valid-6956,"Senator Antonio Trillanes IV, Brigadier General Danilo Lim, and 25 other Magdalo (mutineers) officers walked out of their trial and marched through the streets of Makati.",EVENT
maven-valid-3656,"The Kenyan government named the conflict ""shifta"", after the Somali word for ""bandit"", as part of a propaganda effort.",EVENT
maven-valid-82,The crowd seemed wild about Poison while in actuality a drunk concert goer was on top of a lighting tower (about 30' up) trampolining on the tarp roof in nothing but a pair of blue jeans.,EVENT
maven-valid-4483,A cease-fire went into effect in 2003.,EVENT
maven-valid-6862,The Serbs then entered Bitola on the19th November.,EVENT
maven-valid-5206,There were a total of 17 matches played in the men's division and 14 matches played in the women's division.,EVENT
maven-valid-1172,This operation was the largest Marine offensive since the Battle of Fallujah in 2004.,EVENT
maven-valid-1838,"Operation Hurricane-91 () was a military offensive undertaken by the Croatian Army (""Hrvatska vojska"" – HV) against the Yugoslav People's Army (""Jugoslovenska Narodna Armija"" – JNA) and SAO Western Slavonia Territorial Defense Forces in the Sava River valley, in the region of Western Slavonia during the Croatian War of Independence.",EVENT
maven-valid-5412,"Additionally, a partially built house was destroyed and several incomplete homes were damaged in Pouch Cove.",EVENT
maven-valid-4046,"This marked a sharp decline from the more than 700,000 visitors counted in 2008, when the fair had been the 13th largest state fair in the United States.",EVENT
maven-valid-5467,"The tour was lauded by music critics who praised Beyoncé for her energetic performances, dancing and vocal abilities.",EVENT
maven-valid-4928,Order was restored with many of the Afghans hiding throughout the city being dragged through the streets and massacred without mercy in reprisals.,EVENT
maven-valid-6417,"The album along with Springsteen's previous album, ""Nebraska"", which he did not tour to promote, were performed in their entirety throughout the tour.",EVENT
