source_id,text,gold
e6874d82b9c4d010348e7713f3214371c0e9c5443e48b7f78f572ea79ea2e0b4487406ca60fda58ed42f4cc714e0beb8c929f63ad708b5a9f48f2b353f410858a44e2e1c4087548572cf5f784ce18012b720a92e8ee7ee62b1b600003422b203d49b01d41832645dba041a0119c7e1ad4539ba77724e6de2ff9e514b654657f0707baa0ed3c43c65_2,وقال ياهر انه منذ عام 1994 نحو ثلثين يعارضون التنازل عن الهضبة مقابل السلام ، ومثل هذا المعدل لا يؤمنون بفرص السلام مع دمشق وبصدق تصريحات الرئيس بشار الاسد في أنه معني بالسلام.ومع الفلسطينيين ، قال ان أغلبية واضحة %68 يعتقدون بان الفلسطينيين لا يرون في حل الدولتين نهاية الطريق ، وحتى لو وقع اتفاق سلام ، فانهم سيواصلون الكفاح لاقامة دولة فلسطينية في كل اسرائيل.,EVENT
e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa0385138a22a02a03e30b0d2421eec5ae3edeea25c571da585023b022c8b8086fc4c4bcde5725f0c2d00725ae940b2a18a772bdce1906c6626473d674118786081fa17536a764ebac82777534c3c3e65bafbf3cbe96e516fc333_1,اعتصم عشرات المواطنين مساء أمس أمام ضريح الرئيس الشهيد رفيق الحريري في ساحة الشهداء في وسط بيروت، مطالبين بتولي الرئيس سعد الحريري رئاسة الحكومة.,EVENT
e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa038fac0690a6231ebda3a5e16b51dc164c26d3f50b57d5364e4e13d85f06fba8d94539188865a4c60f9e809978d3f79b9c8b6f27fc9e16d8b4fd0351f0918a90b5f14f9c7b773b6633af0fe7bb90d5141cdd75fa83520ef6a64_55,وانطلقت التحركات من قب الياس مع قيام عدد من شبان العشائر العربية بإقفال طريق قب الياس - البقاع الغربي، وحاول عناصر الجيش اللبناني تفريقهم وفتح الطريق، إلا انه واجه صعوبة في ذلك مع كثافة المحتجين الذين أطلقوا العنان للشتائم والسباب لقوى المعارضة ترافقت مع هتافات تأييد للحريري.,EVENT
AAW_ARB_20070319.0018-12,"إلى ذلك, خرج آلاف المتظاهرين في اكثر من 50 مدينة عامية في 20 بلدا في احتجاجات ضخمة جابت شوارع واشنطن ونيويورك ومدن في المجر وإسبانيا واستراليا واليونان وتركيا وقبرص وكوريا الجنوبية وشيلي والسويد والعراق وأماكن أخرى، وانتقدوا قرار الحرب واعتبروه تهوراً.",EVENT
AAW_ARB_20070207.0018-4,وانفجرت عدة مظاهرات في مختلف أنحاء المناطق الفلسطينية احتجاجا على تلك الأعمال، وخصوصا في مدينة القدس، واشتبك المتظاهرون مع الجنود الاسرائيليين ورجال الشرطة الذين منعوهم من الوصول الى الحرم القدسي الشريف ووقع عشرات الجرحى واعتقل أكثر من ثلاثين متظاهرا، بينهم رئيس الحركة الاسلامية في اسرائيل، الشيخ رائد صلاح.,EVENT
AAW_ARB_20080115.0013-8,وبينما تظاهر أمس نحو مائتي شخص أمام مقر نقابة الصحافيين في وسط القاهرة احتجاجا على زيارة بوش، تقدمهم عدد من الصحافيين والنواب بالبرلمان، ورفع المتظاهرون لافتات تندد بزيارة الرئيس الاميركي للبلاد، وطالبوا الحكومة المصرية بعدم استقباله.,EVENT
AAW_ARB_20071021.0014-2,وتجمع أمس مئات المتظاهرين الغاضبين في الطرقات وأحرقوا الاطارات في العديد من المدن جنوب باكستان في وقت نفى فيه المتشددون الاسلاميون مسؤوليتهم عن الهجومين الانتحاريين.,EVENT
AAW_ARB_20070430.0032-4,وفي لندن توجه المتظاهرون وهم 3500، حسب المنظمين، الى مقر رئيس الوزراء البريطاني، حيث سلموا رسالة طالبوا فيها باستمرار الضغوط على الحكومة السودانية.,EVENT
AAW_ARB_20080117.0025-12,ونفذ المتظاهرون اعتصاما فجلسوا في وسط جادة في المدينة وهتفوا «ليستقيل كيباكي»، قبل ان يبدأوا مسيرة تحت انظار عناصر الشرطة المنتشرين في وسط المدينة.,EVENT
AAW_ARB_20070224.0029-2,وتجمع المتظاهرون من فلسطينيين ودعاة سلام اجانب واسرائيليين في قرية بلعين احياء لمرور «سنتين على الكفاح الشعبي» ضد جدار الفصل في هذه المنطقة.,EVENT
AAW_ARB_20071019.0026-1,احتشد الآلاف من المتظاهرين أمس، في ظل طقس ممطر وشديد البرودة، قبالة برلمان العاصمة اللاتفية ريغا للمطالبة باستقالة الائتلاف الحاكم المؤلف من أربعة أحزاب تمثل اليمين والوسط.,EVENT
AAW_ARB_20080507.0090-13,17 مارس: مظاهرة في ساحة غروفنور سكوير بلندن ضد الحرب الأميركية في فيتنام 19 – 23 مارس: طلاب في جامعة هوارد في واشنطن يسجلون مرحلة غير مسبوقة من التحرك الطلابي بالجامعات الأميركية، إذ نظموا مظاهرات تستمر 5 أيام احتلوا خلالها مبنى الإدارة في الجامعة ذات الأغلبية السوداء.,EVENT
AAW_ARB_20071122.0057-5,ورشق مئات المتظاهرين قوات مكافحة الشغب بالحجارة والزجاجات الفارغة في شوارع ضيفة وسط كالكوتا.,EVENT
AAW_ARB_20081126.0025-1,تصاعدت احتجاجات المعارضة ضد الحكومة في تايلاند أمس، وأدت أعمال الشغب الى اقفال مطار بانكوك الدولي بعد أن اقتحم متظاهرون معارضون للحكومة مبنى الركاب وسقوط عشرة جرحى على الاقل في عمليات اطلاق نار بين انصار وخصوم الحكومة التايلاندية.,EVENT
e6874d82b9c4d010348e7713f3214371c0e9c5443e48b7f78f572ea79ea2e0b4487406ca60fda58e92ee3ae466d7f77c3e0777764138a8c19fef7484104d5f14e981dca6c23f80be4541192f3fc6f337b400d3210f640d783ab6446ecaa6689227474abbe661717221679bf6de09273f6261a7947c4ad2681063c9b79b7d2e537eadb6c2dc69af6b_38,المرحلة الثالثة: مرحلة العمليات المسلحة ، والتي لم تؤثر على صورة الانتفاضة باعتبارها مواجهات جماهيرية شاملة.,EVENT
AAW_ARB_20081230.0022-20,وفي ظل تدابير مشددة اتخذها الجيش اللبناني، احتشد المتظاهرون في الباحة المواجهة لأحد المواقع العسكرية الاسرائيلية ورفعوا الاعلام الفلسطينية ورايات سوداء وصورا للمجازر الاسرائيلية في غزة، اضافة الى لافتات تندد بالعدوان الاسرائيلي وبتواطؤ بعض الانظمة العربية مع هذا العدوان.,EVENT
AAW_ARB_20070130.0053-1,تظاهر أمس عشرات من أعضاء حزب الغد المصري «المعارض» أنصار الدكتور أيمن نور زعيم الحزب أمام مقر البرلمان للمطالبة بالإفراج عن زعيم حزبهم في ذكرى مرور عامين على رفع الحصانة البرلمانية عنه، وسط حصار أمني مكثف، فيما تمكنت جميلة إسماعيل «زوجة نور» من الاجتماع مع قيادات برلمانية، في محاولة للإفراج عن زوجها بسبب تدهور حالته الصحية في السجن، ورفع المتظاهرون صوراً لأيمن نور وهو يرقد على سرير المرض، وعلقوا لافتة برتقالية اللون ضخمة على السور الحديدي لمبنى الحكومة، مكتوبا عليها «الحرية لأيمن نور».,EVENT
e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d87079cb2e4560976fb911b7334eac83c4e6463c47e01ad15e5abe51b00fc8f23b072cc99bc8b4a2be674ba651ff97c90ceced9082b6189b4ff3d64233929d7a791dac2a82b81df9a07e51806789fbb6562d0626241461093c42fc816a1cb0cb74_15,ومع ساعات بعد الظهر، ارتفعت حدة الاحتجاجات.,EVENT
AAW_ARB_20070306.0055-24,واحتج مئات المتظاهرين الاحد في موقع الهجوم متهمين الجنود الاميركيين باطلاق النار «بدون تمييز» على المدنيين، وهاتفين «الموت لاميركا» و«الموت للرئيس (حميد) كرزاي».,EVENT
AAW_ARB_20071110.0084-23,لقد دوّت أصوات مليوني لبناني خرجوا متظاهرين في 10 كانون الأول 2006 صارخة بالهتاف ضد سياسة هذه الدولة الأجنبية القابضة على أنفاس الدولة اللبنانية مطالبين بالحرية والاستقلال عن الهيمنة الاميركية.,EVENT
AAW_ARB_20071114.0012-12,وفي الضفة الغربية، امس، خرج آلاف المتظاهرين، ضد ما سموه جرائم حماس في غزة، وهتفوا ضد حماس وابرز قادتها، وبث التلفزيون الفلسطيني مشاهد لمتظاهرين في رام الله يهتفون ضد اسماعيل هنية ومحمود الزهار وخالد مشعل، وهتف بعضهم بالقول «فشرت عينك يا زهار، وبلغ مشعل ....» كما شتموا قادة حماس، وتوعدوهم.,EVENT
AAW_ARB_20070524.0031-27,وقد احرق المتظاهرون في مخيمات لاجئين اخرى بما فيها مخيم عين الحلوة اكبر مخيمات الفلسطينيين في لبنان ومخيم الرشيدية، إطارات السيارات ورددوا هتافات تندد بالمعارك، هاتفين «لن نسمح بذبح إخواننا الفلسطينيين» طبقا لما ذكرته وكالة «اسوشييتد برس» للأنباء.,EVENT
e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa038fac0690a6231ebda3a5e16b51dc164c26d3f50b57d5364e4e13d85f06fba8d94539188865a4c60f9e809978d3f79b9c8b6f27fc9e16d8b4fd0351f0918a90b5f14f9c7b773b6633af0fe7bb90d5141cdd75fa83520ef6a64_53,ثم رافق قطع الطرق مسيرات سيارة نحو منسقية «المستقبل» في جب جنين حيث احتشد عدد من الشبان.,EVENT
AAW_ARB_20061231.0042-12,وتواصل المظاهرات الاحتجاجية ضد وجود القوات الإثيوبية في مقديشو حيث أغلق المتظاهرون الغاضبون شوارع رئيسية في العاصمة وبدأوا بإحراق إطارات السيارات ورشق الجنود الإثيوبيين بالحجارة لكن لم تحدث مواجهات بين هذه القوات وبين المتظاهرين.,EVENT
AAW_ARB_20070101.0060-1,احتشد آلاف المتظاهرين أمس على هتافات تطالب بـ«استقالة ثاباتيرو» رئيس الوزراء الإسباني في ساحة لابورتا ديل سول بوسط مدريد غداة اعتداء بالسيارة المفخخة في مطار العاصمة نسب الى منظمة «ايتا» الباسكية.,EVENT
AAW_ARB_20081219.0042-24,5 آلاف متظاهر ضد «الناتو» وأميركا في بيشاور  * بيشاور (باكستان) ـ «الشرق الاوسط»: تظاهر حوالي خمسة آلاف شخص امس في بيشاور كبرى مدن شمال غربي باكستان لمطالبة اسلام اباد بوقف دعمها اللوجستي لإمداد قوات الحلف الاطلسي والولايات المتحدة في افغانستان.,EVENT
AAW_ARB_20081212.0038-5,ووقعت المواجهات عندما احتشد متظاهرون امام السجن، وبدأوا في القاء مقذوفات مختلفة على قوات الشرطة، كما اوضح احد الحراس طالبا عدم كشف اسمه.,EVENT
AAW_ARB_20070428.0044-5,وفي نفس الوقت، تجمع متظاهرون من حركة «الحرس الفتي» الموالية للكرملين منذ صباح امس حول مقر سفارة استونيا في موسكو احتجاجا على رفع نصب «الجندي البرونزي ـ محرر تالين».,EVENT
e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa038104834db0c2d24f51f0f7ed8b5efddfdbbc8c1eb6374df1403325818868a65e98c6f8369e93bc62c3f5adc3eaf2cff101065fc08f8beaf5a836e65634984253880205e95eb0527686f2988b5d04eef1317cedbb98bb196ca_12,اسئلة ابرامز عن المستقبل القريب في لبنان قبل البعيد، تترافق مع تشنّج مذهبي في الداخل ظهر في تغطية «واشنطن بوست» الاميركية ل ـ «غضب» الشارع في بيروت وطرابلس الذي تحوّل الى «تظاهرات عنيفة مع إشعال الاطارات في الطرق ورمي الحجارة على السيارات المارة، والهتاف ضد ما اعتبره المحتجون استقواء سلطة الشيعة في لبنان، ما اخذ بأحدهم الى التعريف عن نفسه قائلا: كلّنا اليوم سنّة».,EVENT
e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8041a5e95e863b27e03ee9e49163c7cca267949eeadd16318033729ca6673e6ce675d29806c834c18dccf2a946224ae4d341e6c2e2dbd95a6d075fd7e5c83532730815d49b0b1c71c12c34fec4d0eacca56d168bd05b87af07409cbadd08b9fca_1,وقعت السلطات المصرية أمس، بين مطرقة تداعيات الاعتداء الإرهابي على كنيسة القديسين في الاسكندرية والذي ارتفع عدد قتلاه إلى 22، ومخاوف التهديد الأمني مع اقتراب احتفالات الأقباط بعيد الميلاد بعد غد الخميس، وبين سندان الشارع المصري الذي لم تكن أجهزة الدولة الأمنية والسياسية على مستوى تحركاته الناجحة نحو احتواء الفتنة، لتصل الأمور إلى حد اصط?ام القوى الأمنية التي عزّزت انتشارها ورفعت من مستوى اجراءات حماية الكنائس المصرية، مع المتظاهرين الذين حوّلوا مسار الشارع من مواجهات طائفية، إلى منبر للتأكيد على الوحدة الوطنية والتضامن.,EVENT
AAW_ARB_20070227.0047-9,الى ذلك، ولليوم الثاني على التوالي، خرج امس سكان احياء وسط الخرطوم في مظاهرة احتجاجا على الغاء السلطات ميدانا عاما يعرف بـ«ميدان المولد او ميدان عبد المنعم» ظل تاريخيا مخصصا لإقامة احتفالات سكان مدينة الخرطوم بالذكرى السنوية لمولد الرسول صلى الله عليه وسلم، وأسفرت مصادمات عنيفة وقعت بين المتظاهرين والشرطة عن اصابة ثلاثة اشخاص على الاقل بإصابات متفاوتة، واتهم المتظاهرون الشرطة باستخدام القوة ضدهم، ووصفوا ذلك بأنه انتهاك للدستور والقانون ووثيقة حقوق الانسان التي كفلت هذا الحق للجميع.,EVENT
AAW_ARB_20070917.0041-17,وتجمع آلاف المتظاهرين وبينهم عائلات الجنود الذين قتلوا في العراق امام البيت الابيض في واشنطن، للمطالبة بإنهاء الحرب في هذا البلد وسحب القوات الاميركية وإقالة الرئيس الاميركي جورج بوش.,EVENT
AAW_ARB_20080227.0046-1,وتجمع مئات المتظاهرين امام مبنى مجلس محافظة كركرك وسط المدينة، مطالبين الحكومة التركية والامم المتحدة بالتدخل من اجل وقف الهجمات ورحيل فوري للقوات.,EVENT
AAW_ARB_20081217.0023-24,الى ذلك، تظاهر مئات من طلبة المدارس العراقية ومعلميهم، أمس، وسط حي العامرية ببغداد للمطالبة بإطلاق سراح الزيدي، وهتف المتظاهرون بشعارات تصف الزيدي بأنه «أسد الرافدين وابن العراق الشجاع»، وطالبو الحكومة العراقية بالإسراع في اطلاق سراحه كونه «رجلا شجاعا» لا يستحق ان يعتقل ويعذب على ايدي القوات الأمنية والأميركية، بحسب وكالة الانباء الالمانية.,EVENT
AAW_ARB_20070824.0021-13,وتجمع المتظاهرون في منطقة «عربسكا» على بعد 20 كم إلى الغرب من العاصمة وهتفوا بشعارات مضادة لمحافظ مقديشو، وطالبوه بالتراجع عن تصريحاته، وقال أحد المتحدثين في مظاهرة الاحتجاج بأن «النازحين هربوا من الحرب وأعمال العنف الدائرة في العاصمة، لسنا بحاجة إلى من يلقي علينا تهمة الإرهاب هكذا جزافا، ولكننا بحاجة إلى مساعدات إنسانية، وما يسد رمق أطفالنا من الجوع، ونأسف للكلام الذي صدر من محافظ مقديشو في حقنا ونطالبه بالاعتذار عنها».,EVENT
AAW_ARB_20080203.0026-20,وعلى وقع هتافات «تركيا علمانية وستبقى» و«فلتستقل الحكومة» و«كلنا جنود اتاتورك»، توجه عشرات الآلاف من المتظاهرين حاملين الاعلام التركية الى ضريح مؤسس الجمهورية التركية العلمانية مصطفى كمال اتاتورك في تظاهرة حاشدة في أنقرة امس ضد مشروع القرار.,EVENT
AAW_ARB_20080303.0036-17,وكان متظاهرون فلسطينيون قد خرجوا الى الشوارع السبت، وسط رام الله في مظاهرات تطالب السلطة بوقف المفاوضات مع الاسرائيليين.,EVENT
AAW_ARB_20081105.0030-16,وقال الحاج ان صحيفتي رأي الشعب المرتبطة بحزب المؤتمر الشعبي المحافظ والميدان المرتبطة بالشيوعيين السودانيين تشاركان أيضا في الاضراب عن الطعام والاحتجاب عن الصدور لثلاثة أيام.,EVENT
e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa038a2f7c56515376557d1efa48864b7ba41f9c0ece437db525605d91482ef8a2366993c3fb252d34f9f0cd5c41ea5a1bb3ed243f92570cddff6f0fe03714f0dfe531a91113133fe9fbfc7e3453ff0c7cdd2bf9db8ea273404cd_16,وخلافاً لما حدث في إسبانيا، بدأت تونس تشهد أحداث عنف، بين أنصار الثورة وجماعة النظام البائد.,EVENT
e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae168a207c7fd27488a14592f3bbe3e6e12bb66f662e6774776d98a123d93477d59fe3d021ba22a0133d15a5182ba7ae3554a94831037c0e4966e6f266c1021e33eff79720479fa67a71a32813388fe8cccfb31bdc16dfb23a1_5,ومن أجل ذلك، لم يتورع أحد التونسيين الشباب عن احراق نفسه احتجاجاً على الظلم وتجاهل المطالب الشعبية المحقة.,EVENT
AAW_ARB_20081209.0032-6,وقد امتدت الاحتجاجات إلى خارج الحدود اليونانية، اذ تظاهر نحو 15 شخصا أمام القنصلية اليونانية في برلين، وبالمثل تظاهر نحو مائة طالب أمام السفارة اليونانية في لندن، ورفع المتظاهرون لافتات احتجاج وكتبوا شعارات ضد الحكومة والأمن اليوناني، كما تظاهر نحو 400 طالب في ميدان قصر بافو في قبرص والقوا بالحجارة على مركز للشرطة.,EVENT
e6874d82b9c4d010348e7713f3214371c0e9c5443e48b7f78f572ea79ea2e0b4487406ca60fda58ed42f4cc714e0beb89b0b6f3fc5d82cee46d8312c8eaaf3d51d193ed53599943d6212e939188056fbecc42e8c4e37db6c2d36e1ec61c6c114990397a166094f60ef4fdf16c51bdefd656906d2184466208b720b3fa109137c7311066ba95ed52c_16,"واوضح علوش ان ""العمل الاحتجاجي لقوى 14 آذار مستمر ولكن اشكاله ستختلف ، وستكون هناك تحركات سلمية على مدى الايام المقبلة وخصوصا في وسط بيروت وطرابلس"".",EVENT
e6874d82b9c4d0107c5b7b979ac6c6827be89dc0d1ab0a92ab333edd4ffc89008892bd72663fd8e3b8158415bf18eae0a60649da9b11c30be725857eba19a48fe362800e7fd8f37c797c478a577d3600f814ee2b9a4df0b6e213fc0629d18ed5257c60a75e50b06aee865097e5fa427803757aae9fcd8270900ceae9c257a41f0f58374d6af1ee43_14,هل تحرك الجماهير في الاتحاد السوفيتي ولأوروبا الشرقية ضد الأنظمة (الشيوعية) التي كانت عنوان الثورة العالمية تعتبر ثورة ضد الثورة ؟,EVENT
e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d89aa86111c94aa038fac0690a6231ebda3a5e16b51dc164c26d3f50b57d5364e4e13d85f06fba8d94539188865a4c60f9e809978d3f79b9c8b6f27fc9e16d8b4fd0351f0918a90b5f14f9c7b773b6633af0fe7bb90d5141cdd75fa83520ef6a64_1,انقلبت حالة الاسترخاء التي عاشها لبنان خلال فترة قبل ظهر أمس بالتزامن مع انطلاق الاستشارات النيابية الملزمة لتسمية رئيس جديد للحكومة المقبلة، إلى حالة من التشنج الشديد، واحتجاجات في عدد من المدن والبلدات، بدأت مع تحرك مناصري «تيار المستقبل» في طرابلس بداية، احتجاجاً على ترشيح الرئيس نجيب ميقاتي للرئاسة الثالثة.,EVENT
AAW_ARB_20080127.0048-1,لندن ـ «الشرق الأوسط»: تجمع نحو 40 متظاهرا أمام مقر رئيس الوزراء البريطاني غوردن براون السبت للاحتجاج على ما وصفوه بانتهاكات الرئيس الباكستاني برويز مشرف، الذي يزور بريطانيا، لحقوق الانسان.,EVENT
AAW_ARB_20070404.0050-2,وتجمع نحو 500 متظاهر في محيط المحكمة العليا باسلام آباد، حيث مثل كبير القضاة افتخار محمد شودري الذي اقيل في التاسع من مارس (آذار) الماضي، أمام المحكمة بتهمتي «استغلال السلطة وسوء السلوك».,EVENT
AAW_ARB_20080529.0021-9,وكان الآلاف من النيباليين قد خرجوا في مسيرات في العاصمة كاتماندو قبل اعلان نتائج التصويت التاريخي، وكان المتظاهرون يهتفون في ميدان دوربار التاريخي، حيث كان يقيم الملك حتى بداية تسعينات القرن الماضي، «تعيش جمهورية نيبال» و«وداعا يا جيانيندرا».,EVENT
AAW_ARB_20081229.0033-49,وفي بغداد أحرق متظاهرون أعلام اسرائيل وأطلقوا نيران البنادق من طراز(ايه كيه – 47) في الهواء في احتجاجات عمت العراق امس، مطالبين برد أقوى من الدول العربية على الهجوم الإسرائيلي في غزة.,EVENT
AAW_ARB_20071211.0015-2,واعتصم المتظاهرون قرب محطة لتوليد الطاقة من الفحم في نويرات طوال يومي السبت والأحد بدرجة حرارة تقترب من الصفر.,EVENT
AAW_ARB_20080531.0052-12,وأضرم المتظاهرون النار في اطارات مطاطية، ورفعوا اعلاما لحركة حماس، ورددوا هتافات تطالب بانهاء الحصار.,EVENT
e6874d82b9c4d0106356e6aa282cb0558dc82d2cf5541883b2b4e6de5a13ee1c380689cce4c458d8c18e241e5ab40ae1db90ee0c92acc54e01c9d8fe90a8c33b79689ac59b529a794e3c8e2ee816207d66aaf27b35c6a9212e80069bdf227a29c9b50cfd6bd51e4710089512481f6273abb4c60c6603e8873e93ecd3e7020a01b36cb8188c8a1ba7_28,وانضم حوالى ستة آلاف مواطن مصري (من المسلمين) «إلى الوقوف في اليوم السابع من كانون الثاني/ يناير (عيد الميلاد وفق التقويم الشرقي) في تمام الساعة الرابعة على كل كورنيش للنيل في جميع انحاء مصر، وحددت أماكن الوقفة الصامتة، تضامناً مع ضحايا حادثة الكنيستين».,EVENT
AAW_ARB_20080517.0039-7,نحو ألفي متظاهر في عمان في ذكرى النكبة  * عمان ـ ا ف ب: تظاهر نحو الفي شخص امس في عمان تلبية لدعوة احزاب المعارضة الاردنية تضامنا مع الشعب الفلسطيني في الذكرى الستين للنكبة التي ادت الى قيام دولة اسرائيل.,EVENT
AAW_ARB_20080728.0064-14,وكما تظاهر مئات الصرب وأحرقوا الإطارات في البوسنة، وكما أعلن كثير من الصرب أيضا بأن الجرائم التى ارتكبت غير مهمة، وأن كارديتش وميلوسوفيتش هما بطلان قوميان، وكما شكك الصرب والروس في نزاهة المحكمة الجنائية الدولية، فقد تجمع آلاف المتظاهرين في الخرطوم احتجاجا على مذكرة أوكامبو وعلى المحكمة الجنائية الدولية، وتوجه المتظاهرون إلى مقر السفارة البريطانية ومقر الأمم المتحدة في الخرطوم منددين بقرار المحكمة الجنائية الدولية، صابين سيلا من الاتهامات على ممثل الادعاء في المحكمة الجنائية الدولية تخص سلوكه الشخصي.,EVENT
AAW_ARB_20080402.0019-1,تظاهر أمس مئات من عناصر وكوادر جماعة الإخوان المسلمين، بمختلف المحافظات المصرية، احتجاجاً على عدم إدراج أسماء مرشحي الجماعة، في قوائم المرشحين لانتخابات المجالس المحلية، ورفع المتظاهرون، لافتات تندد بما وصفوه بـ«تعطيل أحكام القانون».,EVENT
AAW_ARB_20080503.0047-12,وفي غواتيمالا نزل آلاف الاشخاص (25 الفا حسب المنظمين) الى الشوارع للاحتجاج على تدني الاجور بينما طالب حوالى خمسة آلاف متظاهر في سان خوسيه عاصمة كوستاريكا بزيادة الاجور.,EVENT
e6874d82b9c4d010348e7713f3214371c0e9c5443e48b7f78f572ea79ea2e0b4487406ca60fda58e45f0ddd797eae4ddcdeac0832efbf3b5383e2ec6a5f39dd312846e7a84d3d7d6f1edcc198484d2b747399bb7a51010a7a0b0a1ca6d199d5a1d29572ff5c8fdc5d3a71254487afc4be0b16d798438a84ce95c5714bf9ef8777459e97b55bff0dc_2,وتجمع عشرات الفلسطينيين في ميدان المنارة وسط مدينة رام الله بدعوة من التجمع الشبابي الفلسطيني وهم يحملون الاعلام الفلسطينية ولافتات تطالب بوقف الاستيطان الاسرائيلي في الاراضي الفلسطينية وادانته ، معبرين عن رفضهم لاي فيتو اميركي محتمل ضد مشروع قرار فلسطيني تقدمت به المجموعة العربية الى رئاسة مجلس الامن وطلبت مناقشته اليوم الاربعاء للتصويت عليه.,EVENT
