model,task,category,n,headline_f1,accuracy,mcc,accuracy_unit,malformed,malformed_rate,item_ci_low,item_ci_high
claude-sonnet-5,ballard_incivility,Relevance and tone,100,0.526315789474,0.82,0.482674044231,item,0,0,0.3125,0.702702702703
claude-sonnet-5,bestvater_kavanaugh_stance,Stance and sentiment,100,0.935779816514,0.93,0.863589398436,item,0,0,0.881340382522,0.97677002584
claude-sonnet-5,bestvater_wm_stance,Stance and sentiment,100,0.883435582822,0.81,0.47301616488,item,0,0,0.829915380786,0.93023255814
claude-sonnet-5,brandt_gtd_attack_type,Events and protest,100,0.542430301483,0.7,0.602737258223,item,0,0,0.344397163381,0.608968826709
claude-sonnet-5,brandt_political_relevance,Relevance and tone,100,0.647058823529,0.88,0.643254427065,item,0,0,0.428571428571,0.810810810811
claude-sonnet-5,burnham_covid_threat_minimization,Claims and relations,100,0.666666666667,0.84,0.589288553018,item,0,0,0.487804878049,0.808510638298
claude-sonnet-5,burnham_polnli_entailment,Claims and relations,100,0.904761904762,0.92,0.836568368026,item,0,0,0.827563218391,0.963855421687
claude-sonnet-5,burnham_polnli_event_entailment,Claims and relations,100,1,1,1,item,0,0,1,1
claude-sonnet-5,burnham_trump_stance,Stance and sentiment,100,0.767168990853,0.78,0.669438155582,item,0,0,0.676695373185,0.849674891426
claude-sonnet-5,cap_crs_policy_topic,Policy and topics,100,0.750381717048,0.72,0.700574175401,item,0,0,0.554325610743,0.788281437029
claude-sonnet-5,cap_party_platform_policy_topic,Policy and topics,100,0.645280210242,0.69,0.669369769882,item,0,0,0.510929617843,0.703914138779
claude-sonnet-5,chae_semeval_stance,Stance and sentiment,100,0.78390001712,0.78,0.67995623443,item,0,0,0.702403663339,0.860692470053
claude-sonnet-5,dicocco_manifesto_populism,Claims and relations,100,0.6,0.92,0.593192956448,item,0,0,0.285714285714,0.827729885057
claude-sonnet-5,douglass_icbe_sentence_event_type,Events and protest,100,0.394167139112,0.47,0.33658188269,item,0,0,0.309668192377,0.471942381305
claude-sonnet-5,erlich_ati_topics,Policy and topics,100,0.547091689156,0.825714285714,0.482747871397,label_decision,0,0,0.472881740439,0.605343087204
claude-sonnet-5,gilardi_relevance,Relevance and tone,100,0.944444444444,0.94,0.882276426339,item,0,0,0.893606692832,0.98275862069
claude-sonnet-5,gilardi_stance,Stance and sentiment,100,0.547720306513,0.62,0.475393292026,item,0,0,0.441756931726,0.644802942682
claude-sonnet-5,halterman_keith_bfrs,Events and protest,100,0.801131581168,0.77,0.746703605988,item,0,0,0.684358695053,0.866033846569
claude-sonnet-5,halterman_keith_cmp,Events and protest,100,0.529988140514,0.65,0.524742250837,item,0,0,0.402298772482,0.642362608765
claude-sonnet-5,haunss_papea_claims,Claims and relations,100,0.595349571064,0.68,0.652871547887,item,0,0,0.392887744184,0.615590717043
claude-sonnet-5,haunss_papea_fgz_forms,Events and protest,100,0.93223628124,0.95,0.922887503534,item,0,0,0.812228756822,0.984373089246
claude-sonnet-5,mellon_bes_mii_2024,Policy and topics,100,0.845826932924,0.93,0.919365930838,item,0,0,0.626151738511,0.86587962963
claude-sonnet-5,muller_fujimura_campaign_policy_area,Policy and topics,100,0.621783767782,0.75,0.701885446856,item,0,0,0.48855408986,0.703099544284
claude-sonnet-5,ornstein_scotus_sentiment,Stance and sentiment,100,0.546682643234,0.58,0.428679579552,item,0,0,0.440632574939,0.64781747445
claude-sonnet-5,osnabruegge_cross_domain_topic,Policy and topics,100,0.457435846317,0.52,0.450214963154,item,0,0,0.362211065453,0.538653335176
claude-sonnet-5,plover_cameo_event,Events and protest,100,0.559968959713,0.69,0.665173399724,item,0,0,0.446791451323,0.62647355214
claude-sonnet-5,politicause_causal_relation,Claims and relations,100,0.64367816092,0.69,0.448142664662,item,0,0,0.517592480291,0.752694497154
claude-sonnet-5,rheault_line_of_fire_incivility,Relevance and tone,100,0.611111111111,0.86,0.565968073349,item,0,0,0.3902100271,0.780487804878
claude-sonnet-5,theocharis_dynamics_incivility,Relevance and tone,100,0.727272727273,0.82,0.593735427077,item,0,0,0.592592592593,0.840579710145
claude-sonnet-5,toxicity_protests_es,Relevance and tone,100,0.818181818182,0.8,0.663746518303,item,0,0,0.730769230769,0.88696002805
claude-sonnet-5,twitcivility_impoliteness,Relevance and tone,100,0.6,0.68,0.420827817636,item,0,0,0.461538461538,0.722891566265
claude-sonnet-5,wesleyan_creative_ads_2022,Relevance and tone,100,0.70684970685,0.91,0.777483182738,item,0,0,0.579713176658,0.859493759339
deepseek-v4-flash,agoraspeech_criticism_agenda,Claims and relations,100,0.879951980792,0.88,0.766267284855,item,0,0,0.8099809981,0.93961352657
deepseek-v4-flash,ballard_incivility,Relevance and tone,100,0.421052631579,0.89,0.381122535663,item,0,0,0.117647058824,0.666666666667
deepseek-v4-flash,bestvater_kavanaugh_stance,Stance and sentiment,100,0.907407407407,0.9,0.805290387362,item,0,0,0.84,0.96
deepseek-v4-flash,bestvater_wm_stance,Stance and sentiment,100,0.8625,0.78,0.436435780472,item,0,0,0.8,0.914634146341
deepseek-v4-flash,brandt_gtd_attack_type,Events and protest,100,0.505453354662,0.66,0.54043467307,item,0,0,0.301307362499,0.574658061594
deepseek-v4-flash,brandt_political_relevance,Relevance and tone,100,0.709677419355,0.91,0.703123049311,item,0,0,0.48275862069,0.866666666667
deepseek-v4-flash,burnham_covid_threat_minimization,Claims and relations,100,0.487804878049,0.79,0.442168156927,item,0,0,0.285714285714,0.652173913043
deepseek-v4-flash,burnham_polnli_entailment,Claims and relations,100,0.810810810811,0.86,0.728045550369,item,0,0,0.7,0.894736842105
deepseek-v4-flash,burnham_polnli_event_entailment,Claims and relations,100,0.943820224719,0.95,0.90364875431,item,0,0,0.888888888889,0.988235294118
deepseek-v4-flash,burnham_trump_stance,Stance and sentiment,100,0.765651587162,0.79,0.677736809411,item,0,0,0.673271842734,0.844562202926
deepseek-v4-flash,cap_crs_policy_topic,Policy and topics,100,0.78394113266,0.77,0.753919600881,item,0,0,0.595294206962,0.833945528156
deepseek-v4-flash,cap_party_platform_policy_topic,Policy and topics,100,0.625132354564,0.67,0.649269405898,item,0,0,0.491683323449,0.690215538452
deepseek-v4-flash,chae_semeval_stance,Stance and sentiment,100,0.83119763094,0.83,0.76417830366,item,0,0,0.753050000864,0.901032513845
deepseek-v4-flash,dicocco_manifesto_populism,Claims and relations,100,0.375,0.9,0.454948995407,item,0,0,0,0.666666666667
deepseek-v4-flash,douglass_icbe_sentence_event_type,Events and protest,100,0.320654237475,0.43,0.273128367185,item,0,0,0.247317575993,0.389467768003
deepseek-v4-flash,erlich_ati_topics,Policy and topics,100,0.495164157233,0.808571428571,0.413515569183,label_decision,0,0,0.422919452937,0.552071078207
deepseek-v4-flash,gilardi_relevance,Relevance and tone,100,0.884210526316,0.89,0.79404942815,item,0,0,0.809510433387,0.945054945055
deepseek-v4-flash,gilardi_stance,Stance and sentiment,100,0.53216374269,0.59,0.443221472114,item,0,0,0.435891434862,0.623682604889
deepseek-v4-flash,halterman_keith_bfrs,Events and protest,100,0.723196281706,0.71,0.670744782423,item,0,0,0.59291403121,0.805258957135
deepseek-v4-flash,halterman_keith_cmp,Events and protest,100,0.557573687861,0.66,0.552112424046,item,0,0,0.423190962811,0.668555903354
deepseek-v4-flash,haunss_papea_claims,Claims and relations,100,0.490215857347,0.62,0.582843161068,item,0,0,0.319089895545,0.530249649946
deepseek-v4-flash,haunss_papea_fgz_forms,Events and protest,100,0.891951115097,0.93,0.890276866521,item,0,0,0.746692428995,0.965284218951
deepseek-v4-flash,mellon_bes_mii_2024,Policy and topics,100,0.855996424449,0.94,0.930813875779,item,0,0,0.638105986508,0.875803571429
deepseek-v4-flash,muller_fujimura_campaign_policy_area,Policy and topics,100,0.665820144768,0.77,0.719606377678,item,0,0,0.510534151253,0.738046331287
deepseek-v4-flash,ornstein_scotus_sentiment,Stance and sentiment,100,0.477963366816,0.49,0.345214401216,item,0,0,0.374975606183,0.571813654389
deepseek-v4-flash,osnabruegge_cross_domain_topic,Policy and topics,100,0.439272255634,0.48,0.420275369329,item,0,0,0.333613490256,0.52214138665
deepseek-v4-flash,plover_cameo_event,Events and protest,100,0.643955060285,0.72,0.700339302038,item,0,0,0.505616263578,0.708830426032
deepseek-v4-flash,politicause_causal_relation,Claims and relations,100,0.5625,0.72,0.356617647059,item,0,0,0.393442622951,0.695652173913
deepseek-v4-flash,rheault_line_of_fire_incivility,Relevance and tone,100,0.615384615385,0.9,0.557913351017,item,0,0,0.333333333333,0.814814814815
deepseek-v4-flash,theocharis_dynamics_incivility,Relevance and tone,100,0.62962962963,0.8,0.515431849785,item,0,0,0.472673796791,0.775510204082
deepseek-v4-flash,toxicity_protests_es,Relevance and tone,100,0.831460674157,0.85,0.696498994075,item,0,0,0.741552226384,0.909090909091
deepseek-v4-flash,twitcivility_impoliteness,Relevance and tone,100,0.620689655172,0.78,0.466569474816,item,0,0,0.45899931694,0.758620689655
deepseek-v4-flash,wesleyan_creative_ads_2022,Relevance and tone,100,0.800871055262,0.95,0.871896038808,item,0,0,0.609212303439,0.979743830731
deepseek-v4-pro,agoraspeech_criticism_agenda,Claims and relations,100,0.9099909991,0.91,0.82162176981,item,0,0,0.849858857935,0.959935897436
deepseek-v4-pro,ballard_incivility,Relevance and tone,100,0.48,0.87,0.406274634763,item,0,0,0.2,0.692391304348
deepseek-v4-pro,bestvater_kavanaugh_stance,Stance and sentiment,100,0.907407407407,0.9,0.805290387362,item,0,0,0.840886363636,0.958341942149
deepseek-v4-pro,bestvater_wm_stance,Stance and sentiment,100,0.875,0.8,0.509175077217,item,0,0,0.813333333333,0.923976608187
deepseek-v4-pro,brandt_gtd_attack_type,Events and protest,100,0.504948727743,0.67,0.550520494573,item,0,0,0.304000088169,0.566645455204
deepseek-v4-pro,brandt_political_relevance,Relevance and tone,100,0.628571428571,0.87,0.625608318191,item,0,0,0.413793103448,0.8
deepseek-v4-pro,burnham_covid_threat_minimization,Claims and relations,100,0.285714285714,0.75,0.302517062575,item,0,0,0.0740740740741,0.476242236025
deepseek-v4-pro,burnham_polnli_entailment,Claims and relations,100,0.826666666667,0.87,0.746510912025,item,0,0,0.716417910448,0.90914844649
deepseek-v4-pro,burnham_polnli_event_entailment,Claims and relations,100,0.989247311828,0.99,0.98010147269,item,0,0,0.962025316456,1
deepseek-v4-pro,burnham_trump_stance,Stance and sentiment,100,0.799783015339,0.82,0.722717200493,item,0,0,0.711709801785,0.876840641115
deepseek-v4-pro,cap_crs_policy_topic,Policy and topics,100,0.73376953475,0.74,0.722309456777,item,0,0,0.566462059342,0.777690503941
deepseek-v4-pro,cap_party_platform_policy_topic,Policy and topics,100,0.611632481643,0.69,0.670516903458,item,0,0,0.487041865976,0.67551905982
deepseek-v4-pro,chae_semeval_stance,Stance and sentiment,100,0.821577281812,0.82,0.732303826434,item,0,0,0.740007088364,0.893037880674
deepseek-v4-pro,dicocco_manifesto_populism,Claims and relations,100,0.555555555556,0.92,0.593486916998,item,0,0,0.2,0.8
deepseek-v4-pro,douglass_icbe_sentence_event_type,Events and protest,100,0.43688676236,0.54,0.404354666187,item,0,0,0.352927400553,0.512970927945
deepseek-v4-pro,erlich_ati_topics,Policy and topics,100,0.497271855628,0.81,0.388036238581,label_decision,1,0.01,0.414207908365,0.564425340229
deepseek-v4-pro,gilardi_relevance,Relevance and tone,100,0.835164835165,0.85,0.72718381808,item,0,0,0.746268656716,0.909090909091
deepseek-v4-pro,gilardi_stance,Stance and sentiment,100,0.417768817204,0.48,0.24373551721,item,0,0,0.320667766526,0.516217312043
deepseek-v4-pro,halterman_keith_bfrs,Events and protest,100,0.792304940391,0.77,0.73719454836,item,0,0,0.645719175232,0.855276889639
deepseek-v4-pro,halterman_keith_cmp,Events and protest,100,0.491666666667,0.63,0.516741548138,item,0,0,0.394298001579,0.574293865308
deepseek-v4-pro,haunss_papea_claims,Claims and relations,100,0.514398765486,0.64,0.607268350095,item,0,0,0.344285004539,0.545977815353
deepseek-v4-pro,haunss_papea_fgz_forms,Events and protest,100,0.860273186628,0.88,0.824339627779,item,0,0,0.728677409988,0.929366047976
deepseek-v4-pro,mellon_bes_mii_2024,Policy and topics,100,0.803835978836,0.91,0.896247295527,item,0,0,0.594401234568,0.825401543299
deepseek-v4-pro,muller_fujimura_campaign_policy_area,Policy and topics,100,0.625865800866,0.72,0.671046683045,item,0,0,0.496682851814,0.704075839978
deepseek-v4-pro,ornstein_scotus_sentiment,Stance and sentiment,100,0.560733931803,0.61,0.445222626169,item,0,0,0.454793543704,0.657150874917
deepseek-v4-pro,osnabruegge_cross_domain_topic,Policy and topics,100,0.44207961586,0.5,0.440781802738,item,0,0,0.332445927546,0.530379821722
deepseek-v4-pro,plover_cameo_event,Events and protest,100,0.611093752843,0.69,0.665363421896,item,0,0,0.47318508067,0.681478796047
deepseek-v4-pro,politicause_causal_relation,Claims and relations,100,0.603174603175,0.75,0.420872946797,item,0,0,0.440598516949,0.732394366197
deepseek-v4-pro,rheault_line_of_fire_incivility,Relevance and tone,100,0.555555555556,0.84,0.495310386289,item,0,0,0.325549968573,0.736899313501
deepseek-v4-pro,theocharis_dynamics_incivility,Relevance and tone,100,0.677419354839,0.8,0.533292846853,item,0,0,0.538461538462,0.806451612903
deepseek-v4-pro,toxicity_protests_es,Relevance and tone,100,0.857142857143,0.86,0.730974394102,item,0,0,0.777777777778,0.923076923077
deepseek-v4-pro,twitcivility_impoliteness,Relevance and tone,100,0.59375,0.74,0.413883728795,item,0,0,0.444350282486,0.727272727273
deepseek-v4-pro,wesleyan_creative_ads_2022,Relevance and tone,100,0.759828810427,0.94,0.847102971729,item,0,0,0.598887261544,0.939595143613
gpt-5.6-luna,agoraspeech_criticism_agenda,Claims and relations,100,0.8499849985,0.85,0.704231354555,item,0,0,0.778582930757,0.917921518137
gpt-5.6-luna,ballard_incivility,Relevance and tone,100,0.486486486486,0.81,0.426401432711,item,0,0,0.266666666667,0.666666666667
gpt-5.6-luna,bestvater_kavanaugh_stance,Stance and sentiment,100,0.920353982301,0.91,0.817093397297,item,0,0,0.862068965517,0.967213114754
gpt-5.6-luna,bestvater_wm_stance,Stance and sentiment,100,0.895705521472,0.83,0.548098095813,item,0,0,0.84076433121,0.940476190476
gpt-5.6-luna,brandt_gtd_attack_type,Events and protest,100,0.471810955395,0.64,0.504776546752,item,0,0,0.269534556433,0.531836986543
gpt-5.6-luna,brandt_political_relevance,Relevance and tone,100,0.511627906977,0.79,0.512484584586,item,0,0,0.312379807692,0.68
gpt-5.6-luna,burnham_covid_threat_minimization,Claims and relations,100,0.487804878049,0.79,0.442168156927,item,0,0,0.275862068966,0.666666666667
gpt-5.6-luna,burnham_polnli_entailment,Claims and relations,100,0.90243902439,0.92,0.837774247028,item,0,0,0.819672131148,0.96297979798
gpt-5.6-luna,burnham_polnli_event_entailment,Claims and relations,100,1,1,1,item,0,0,1,1
gpt-5.6-luna,burnham_trump_stance,Stance and sentiment,100,0.736804618384,0.75,0.624759560593,item,0,0,0.642551428694,0.81906807781
gpt-5.6-luna,cap_crs_policy_topic,Policy and topics,100,0.651737478208,0.7,0.678328384455,item,0,0,0.498641808564,0.716000644467
gpt-5.6-luna,cap_party_platform_policy_topic,Policy and topics,100,0.594693394795,0.66,0.638208777607,item,0,0,0.472451419671,0.656130578025
gpt-5.6-luna,chae_semeval_stance,Stance and sentiment,100,0.792874296504,0.79,0.692809509613,item,0,0,0.709815170527,0.869044842163
gpt-5.6-luna,dicocco_manifesto_populism,Claims and relations,100,0.526315789474,0.91,0.528374191758,item,0,0,0.2,0.769230769231
gpt-5.6-luna,douglass_icbe_sentence_event_type,Events and protest,100,0.403984117872,0.48,0.349426571176,item,0,0,0.318717769238,0.483498355988
gpt-5.6-luna,erlich_ati_topics,Policy and topics,100,0.524705886098,0.801428571429,0.414896171504,label_decision,0,0,0.45802451439,0.576181348289
gpt-5.6-luna,gilardi_relevance,Relevance and tone,100,0.944444444444,0.94,0.882276426339,item,0,0,0.891089108911,0.982456140351
gpt-5.6-luna,gilardi_stance,Stance and sentiment,100,0.518510910839,0.59,0.428763603427,item,0,0,0.420633382552,0.611051729912
gpt-5.6-luna,halterman_keith_bfrs,Events and protest,100,0.779879375754,0.82,0.789344081478,item,0,0,0.648592992309,0.866532793708
gpt-5.6-luna,halterman_keith_cmp,Events and protest,100,0.550979540308,0.62,0.510175422161,item,0,0,0.432495979038,0.652321533274
gpt-5.6-luna,haunss_papea_claims,Claims and relations,100,0.551506669779,0.63,0.602261262857,item,0,0,0.369301398337,0.583527677419
gpt-5.6-luna,haunss_papea_fgz_forms,Events and protest,100,0.934742546904,0.96,0.938548245152,item,0,0,0.814772566408,0.991151345875
gpt-5.6-luna,mellon_bes_mii_2024,Policy and topics,100,0.835592745205,0.91,0.896647371552,item,0,0,0.616881739507,0.855705321702
gpt-5.6-luna,muller_fujimura_campaign_policy_area,Policy and topics,100,0.617151638194,0.76,0.712492880773,item,0,0,0.498314287486,0.69371117941
gpt-5.6-luna,ornstein_scotus_sentiment,Stance and sentiment,100,0.552005745015,0.58,0.409245776954,item,0,0,0.448610705545,0.651324804581
gpt-5.6-luna,osnabruegge_cross_domain_topic,Policy and topics,100,0.46458694814,0.55,0.483817029902,item,0,0,0.391815757235,0.524848987818
gpt-5.6-luna,plover_cameo_event,Events and protest,100,0.606177928231,0.71,0.687159223489,item,0,0,0.464103780777,0.670600043668
gpt-5.6-luna,politicause_causal_relation,Claims and relations,100,0.698795180723,0.75,0.543759277635,item,0,0,0.576247968423,0.8
gpt-5.6-luna,rheault_line_of_fire_incivility,Relevance and tone,100,0.585365853659,0.83,0.553642869737,item,0,0,0.384523809524,0.75
gpt-5.6-luna,theocharis_dynamics_incivility,Relevance and tone,100,0.636363636364,0.76,0.457972753203,item,0,0,0.5,0.76598659283
gpt-5.6-luna,toxicity_protests_es,Relevance and tone,100,0.833333333333,0.82,0.69319512442,item,0,0,0.75,0.9
gpt-5.6-luna,twitcivility_impoliteness,Relevance and tone,100,0.56,0.67,0.349851656863,item,0,0,0.419318728936,0.693075907591
gpt-5.6-luna,wesleyan_creative_ads_2022,Relevance and tone,100,0.681185863091,0.89,0.746655864368,item,0,0,0.595784939668,0.799239399718
gpt-5.6-sol,agoraspeech_criticism_agenda,Claims and relations,100,0.88990091082,0.89,0.779980120658,item,0,0,0.827077611637,0.948862566984
gpt-5.6-sol,ballard_incivility,Relevance and tone,100,0.466666666667,0.84,0.387677167588,item,0,0,0.214191729323,0.666666666667
gpt-5.6-sol,bestvater_kavanaugh_stance,Stance and sentiment,100,0.934579439252,0.93,0.86855395049,item,0,0,0.879120879121,0.979591836735
gpt-5.6-sol,bestvater_wm_stance,Stance and sentiment,100,0.895705521472,0.83,0.548098095813,item,0,0,0.844155844156,0.940493697479
gpt-5.6-sol,brandt_gtd_attack_type,Events and protest,100,0.587143063379,0.7,0.606887288157,item,0,0,0.387432366567,0.653834171413
gpt-5.6-sol,brandt_political_relevance,Relevance and tone,100,0.647058823529,0.88,0.643254427065,item,0,0,0.432335907336,0.81824009324
gpt-5.6-sol,burnham_covid_threat_minimization,Claims and relations,100,0.558139534884,0.81,0.504288524632,item,0,0,0.357103174603,0.71435309973
gpt-5.6-sol,burnham_polnli_entailment,Claims and relations,100,0.897435897436,0.92,0.844851819845,item,0,0,0.813510194056,0.958904109589
gpt-5.6-sol,burnham_polnli_event_entailment,Claims and relations,100,0.989247311828,0.99,0.98010147269,item,0,0,0.962025316456,1
gpt-5.6-sol,burnham_trump_stance,Stance and sentiment,100,0.830665630666,0.85,0.769304535561,item,0,0,0.743689401057,0.90250528998
gpt-5.6-sol,cap_crs_policy_topic,Policy and topics,100,0.687938118717,0.71,0.688422852479,item,0,0,0.514465529197,0.738272902932
gpt-5.6-sol,cap_party_platform_policy_topic,Policy and topics,100,0.606423847006,0.67,0.647972373929,item,0,0,0.481902955416,0.668004291268
gpt-5.6-sol,chae_semeval_stance,Stance and sentiment,100,0.771441849178,0.77,0.661345796972,item,0,0,0.690415613406,0.847126739341
gpt-5.6-sol,dicocco_manifesto_populism,Claims and relations,100,0.555555555556,0.92,0.593486916998,item,0,0,0.2,0.8
gpt-5.6-sol,douglass_icbe_sentence_event_type,Events and protest,100,0.404689716312,0.47,0.342773446447,item,0,0,0.322087296437,0.479335758031
gpt-5.6-sol,erlich_ati_topics,Policy and topics,100,0.533375867234,0.827142857143,0.488686611053,label_decision,0,0,0.463668974778,0.585152966227
gpt-5.6-sol,gilardi_relevance,Relevance and tone,100,0.945454545455,0.94,0.885710313037,item,0,0,0.895238095238,0.983057909605
gpt-5.6-sol,gilardi_stance,Stance and sentiment,100,0.577785018645,0.65,0.509353716598,item,0,0,0.473107101009,0.67566998625
gpt-5.6-sol,halterman_keith_bfrs,Events and protest,100,0.759690712513,0.77,0.738932544596,item,0,0,0.631896205566,0.843892488907
gpt-5.6-sol,halterman_keith_cmp,Events and protest,100,0.568670789141,0.67,0.570451408205,item,0,0,0.443262976807,0.675862438687
gpt-5.6-sol,haunss_papea_claims,Claims and relations,100,0.491062588205,0.64,0.606721635802,item,0,0,0.321573657812,0.528721036674
gpt-5.6-sol,haunss_papea_fgz_forms,Events and protest,100,0.903628117914,0.94,0.91028392182,item,0,0,0.763899549698,0.978352847681
gpt-5.6-sol,mellon_bes_mii_2024,Policy and topics,100,0.810289014052,0.91,0.896351003895,item,0,0,0.592536630037,0.831953084997
gpt-5.6-sol,muller_fujimura_campaign_policy_area,Policy and topics,100,0.65255022755,0.75,0.703574509987,item,0,0,0.507506873111,0.738009060376
gpt-5.6-sol,ornstein_scotus_sentiment,Stance and sentiment,100,0.553943110203,0.57,0.421061954682,item,0,0,0.446408661829,0.651087369038
gpt-5.6-sol,osnabruegge_cross_domain_topic,Policy and topics,100,0.505770293895,0.52,0.464662428122,item,0,0,0.407243464424,0.587434994214
gpt-5.6-sol,plover_cameo_event,Events and protest,100,0.7130990209,0.78,0.76517544405,item,0,0,0.576664869018,0.776055754924
gpt-5.6-sol,politicause_causal_relation,Claims and relations,100,0.674418604651,0.72,0.504106584857,item,0,0,0.552631578947,0.776503267974
gpt-5.6-sol,rheault_line_of_fire_incivility,Relevance and tone,100,0.615384615385,0.85,0.584350512823,item,0,0,0.41848436247,0.775510204082
gpt-5.6-sol,theocharis_dynamics_incivility,Relevance and tone,100,0.730158730159,0.83,0.606279531289,item,0,0,0.59647256439,0.846153846154
gpt-5.6-sol,toxicity_protests_es,Relevance and tone,100,0.833333333333,0.82,0.69319512442,item,0,0,0.752475247525,0.9
gpt-5.6-sol,twitcivility_impoliteness,Relevance and tone,100,0.552631578947,0.66,0.337018887852,item,0,0,0.411764705882,0.681831550802
gpt-5.6-sol,wesleyan_creative_ads_2022,Relevance and tone,100,0.705367294205,0.91,0.771377999651,item,0,0,0.57599562147,0.860962167303
gpt-5.6-terra,agoraspeech_criticism_agenda,Claims and relations,100,0.8899889989,0.89,0.784439937079,item,0,0,0.828594406473,0.949146651906
